                                                                                                                                                                                                                         25 May 2021 09:55:13
Civil Air Patrol Use Only
Satellite-GRID


       Time (LCLG)          Detic Latitude (deg)    Detic Longitude (deg)    Detic Altitude (km)    RightAscension (deg)    Declination (deg)       x (km)          y (km)          z (km)          x (km)          y (km)          z (km)   
26 May 2021 03:48:10.000                 -48.237                 -148.600             481.508238                  31.851              -48.159    -3906.498317    -2384.545692    -5093.665351     3880.053174     2410.548196    -5101.632946
26 May 2021 03:48:20.000                 -48.863                 -148.824             481.724740                  31.670              -48.786    -3867.911329    -2340.281339    -5143.378919     3839.934741     2368.835093    -5151.264213
26 May 2021 03:48:30.000                 -49.489                 -149.053             481.940089                  31.485              -49.412    -3828.782769    -2295.785142    -5192.453866     3799.340872     2326.828695    -5200.255880
26 May 2021 03:48:40.000                 -50.114                 -149.286             482.154186                  31.294              -50.038    -3789.117162    -2251.063391    -5240.884141     3758.276627     2284.534222    -5248.601911
26 May 2021 03:48:50.000                 -50.738                 -149.525             482.366930                  31.099              -50.664    -3748.919105    -2206.122400    -5288.663778     3716.747123     2241.956931    -5296.296348
26 May 2021 03:49:00.000                 -51.363                 -149.768             482.578225                  30.898              -51.289    -3708.193269    -2160.968500    -5335.786888     3674.757531     2199.102111    -5343.333313
26 May 2021 03:49:10.000                 -51.986                 -150.018             482.787972                  30.691              -51.914    -3666.944400    -2115.608040    -5382.247668     3632.313080     2155.975085    -5389.707014
26 May 2021 03:49:20.000                 -52.610                 -150.273             482.996074                  30.479              -52.538    -3625.177316    -2070.047389    -5428.040395     3589.419055     2112.581210    -5435.411739
26 May 2021 03:49:30.000                 -53.233                 -150.534             483.202435                  30.261              -53.162    -3582.896906    -2024.292931    -5473.159431     3546.080795     2068.925875    -5480.441860
26 May 2021 03:49:40.000                 -53.855                 -150.802             483.406957                  30.036              -53.786    -3540.108132    -1978.351065    -5517.599219     3502.303692     2025.014499    -5524.791832
26 May 2021 03:49:50.000                 -54.477                 -151.076             483.609548                  29.805              -54.409    -3496.816027    -1932.228206    -5561.354291     3458.093192     1980.852534    -5568.456198
26 May 2021 03:50:00.000                 -55.098                 -151.358             483.810112                  29.566              -55.032    -3453.025695    -1885.930785    -5604.419260     3413.454795     1936.445459    -5611.429583
26 May 2021 03:50:10.000                 -55.719                 -151.647             484.008555                  29.320              -55.654    -3408.742307    -1839.465241    -5646.788828     3368.394051     1891.798785    -5653.706699
26 May 2021 03:50:20.000                 -56.339                 -151.944             484.204786                  29.066              -56.276    -3363.971107    -1792.838031    -5688.457782     3322.916562     1846.918052    -5695.282344
26 May 2021 03:50:30.000                 -56.958                 -152.250             484.398713                  28.803              -56.897    -3318.717404    -1746.055620    -5729.420996     3277.027980     1801.808826    -5736.151406
26 May 2021 03:50:40.000                 -57.577                 -152.565             484.590245                  28.532              -57.518    -3272.986577    -1699.124483    -5769.673432     3230.734008     1756.476703    -5776.308857
26 May 2021 03:50:50.000                 -58.195                 -152.888             484.779293                  28.251              -58.138    -3226.784072    -1652.051106    -5809.210140     3184.040398     1710.927302    -5815.749759
26 May 2021 03:51:00.000                 -58.812                 -153.222             484.965768                  27.960              -58.758    -3180.115401    -1604.841983    -5848.026259     3136.952948     1665.166273    -5854.469264
26 May 2021 03:51:10.000                 -59.429                 -153.567             485.149582                  27.659              -59.376    -3132.986142    -1557.503617    -5886.117018     3089.477508     1619.199286    -5892.462611
26 May 2021 03:51:20.000                 -60.045                 -153.922             485.330650                  27.347              -59.994    -3085.401937    -1510.042516    -5923.477734     3041.619971     1573.032040    -5929.725132
26 May 2021 03:51:30.000                 -60.660                 -154.290             485.508886                  27.022              -60.612    -3037.368495    -1462.465194    -5960.103817     2993.386277     1526.670256    -5966.252245
26 May 2021 03:51:40.000                 -61.274                 -154.670             485.684207                  26.685              -61.228    -2988.891587    -1414.778173    -5995.990765     2944.782414     1480.119677    -6002.039465
26 May 2021 03:51:50.000                 -61.887                 -155.063             485.856530                  26.335              -61.844    -2939.977048    -1366.987976    -6031.134171     2895.814412     1433.386072    -6037.082393
26 May 2021 03:52:00.000                 -62.499                 -155.471             486.025774                  25.970              -62.458    -2890.630774    -1319.101130    -6065.529716     2846.488346     1386.475228    -6071.376725
26 May 2021 03:52:10.000                 -63.110                 -155.894             486.191859                  25.590              -63.072    -2840.858724    -1271.124165    -6099.173176     2796.810334     1339.392955    -6104.918250
26 May 2021 03:52:20.000                 -63.720                 -156.334             486.354706                  25.193              -63.684    -2790.666918    -1223.063613    -6132.060420     2746.786537     1292.145083    -6137.702848
26 May 2021 03:52:30.000                 -64.329                 -156.791             486.514239                  24.779              -64.296    -2740.061434    -1174.926006    -6164.187409     2696.423157     1244.737463    -6169.726493
26 May 2021 03:52:40.000                 -64.936                 -157.266             486.670381                  24.346              -64.906    -2689.048412    -1126.717876    -6195.550199     2645.726438     1197.175963    -6200.985255
26 May 2021 03:52:50.000                 -65.542                 -157.762             486.823058                  23.894              -65.515    -2637.634050    -1078.445753    -6226.144940     2594.702663     1149.466471    -6231.475295
26 May 2021 03:53:00.000                 -66.147                 -158.279             486.972199                  23.419              -66.122    -2585.824604    -1030.116166    -6255.967875     2543.358155     1101.614890    -6261.192872
26 May 2021 03:53:10.000                 -66.750                 -158.820             487.117731                  22.921              -66.728    -2533.626386     -981.735642    -6285.015346     2491.699277     1053.627143    -6290.134337
26 May 2021 03:53:20.000                 -67.351                 -159.385             487.259586                  22.398              -67.332    -2481.045765     -933.310703    -6313.283786     2439.732427     1005.509167    -6318.296140
26 May 2021 03:53:30.000                 -67.950                 -159.977             487.397696                  21.849              -67.935    -2428.089166     -884.847866    -6340.769727     2387.464042      957.266915    -6345.674825
26 May 2021 03:53:40.000                 -68.548                 -160.599             487.531993                  21.269              -68.535    -2374.763069     -836.353644    -6367.469798     2334.900596      908.906354    -6372.267032
26 May 2021 03:53:50.000                 -69.143                 -161.251             487.662415                  20.659              -69.134    -2321.074007     -787.834543    -6393.380721     2282.048597      860.433467    -6398.069498
26 May 2021 03:54:00.000                 -69.736                 -161.938             487.788898                  20.014              -69.730    -2267.028568     -739.297063    -6418.499318     2228.914587      811.854248    -6423.079060
26 May 2021 03:54:10.000                 -70.326                 -162.662             487.911381                  19.331              -70.323    -2212.633390     -690.747694    -6442.822508     2175.505145      763.174705    -6447.292648
26 May 2021 03:54:20.000                 -70.914                 -163.427             488.029805                  18.608              -70.914    -2157.895165     -642.192917    -6466.347307     2121.826881      714.400857    -6470.707293
26 May 2021 03:54:30.000                 -71.498                 -164.235             488.144112                  17.841              -71.502    -2102.820633     -593.639207    -6489.070830     2067.886438      665.538733    -6493.320124
26 May 2021 03:54:40.000                 -72.080                 -165.092             488.254247                  17.025              -72.087    -2047.416587     -545.093024    -6510.990289     2013.690490      616.594375    -6515.128366
26 May 2021 03:54:50.000                 -72.657                 -166.001             488.360157                  16.156              -72.668    -1991.689867     -496.560819    -6532.102997     1959.245741      567.573834    -6536.129345
26 May 2021 03:55:00.000                 -73.231                 -166.967             488.461788                  15.229              -73.245    -1935.647363     -448.049030    -6552.406364     1904.558928      518.483167    -6556.320485
26 May 2021 03:55:10.000                 -73.800                 -167.997             488.559092                  14.238              -73.817    -1879.296010     -399.564083    -6571.897901     1849.636814      469.328442    -6575.699312
26 May 2021 03:55:20.000                 -74.364                 -169.096             488.652020                  13.176              -74.385    -1822.642792     -351.112388    -6590.575216     1794.486191      420.115735    -6594.263447
26 May 2021 03:55:30.000                 -74.922                 -170.272             488.740526                  12.038              -74.947    -1765.694737     -302.700343    -6608.436020     1739.113881      370.851126    -6612.010615
26 May 2021 03:55:40.000                 -75.475                 -171.533             488.824567                  10.813              -75.503    -1708.458920     -254.334328    -6625.478121     1683.526728      321.540703    -6628.938640
26 May 2021 03:55:50.000                 -76.021                 -172.887             488.904099                   9.493              -76.052    -1650.942457     -206.020708    -6641.699430     1627.731607      272.190559    -6645.045445
26 May 2021 03:56:00.000                 -76.559                 -174.345             488.979083                   8.068              -76.594    -1593.152509     -157.765831    -6657.097957     1571.735414      222.806791    -6660.329054
26 May 2021 03:56:10.000                 -77.088                 -175.917             489.049481                   6.527              -77.127    -1535.096280     -109.576025    -6671.671814     1515.545071      173.395500    -6674.787594
26 May 2021 03:56:20.000                 -77.608                 -177.617             489.115257                   4.856              -77.650    -1476.781013      -61.457602    -6685.419213     1459.167523      123.962791    -6688.419292
26 May 2021 03:56:30.000                 -78.117                 -179.458             489.176376                   3.041              -78.162    -1418.213994      -13.416852    -6698.338468     1402.609739       74.514769    -6701.222474
26 May 2021 03:56:40.000                 -78.614                  178.545             489.232808                   1.067              -78.662    -1359.402546       34.539954    -6710.427993     1345.878707       25.057543    -6713.195570
26 May 2021 03:56:50.000                 -79.096                  176.374             489.284522                  -1.085              -79.147    -1300.354033       82.406567    -6721.686304     1288.981437      -24.402778    -6724.337111
26 May 2021 03:57:00.000                 -79.563                  174.012             489.331490                  -3.431              -79.616    -1241.075856      130.176760    -6732.112021     1231.924961      -73.860085    -6734.645730
26 May 2021 03:57:10.000                 -80.011                  171.440             489.373687                  -5.992              -80.066    -1181.575452      177.844329    -6741.703862     1174.716327     -123.308268    -6744.120161
26 May 2021 03:57:20.000                 -80.438                  168.639             489.411090                  -8.788              -80.495    -1121.860295      225.403092    -6750.460651     1117.362605     -172.741221    -6752.759241
26 May 2021 03:57:30.000                 -80.841                  165.591             489.443678                 -11.838              -80.900    -1061.937893      272.846894    -6758.381312     1059.870878     -222.152838    -6760.561908
26 May 2021 03:57:40.000                 -81.218                  162.277             489.471430                 -15.159              -81.277    -1001.815789      320.169604    -6765.464870     1002.248249     -271.537017    -6767.527204
26 May 2021 03:57:50.000                 -81.564                  158.685             489.494331                 -18.765              -81.623     -941.501558      367.365115    -6771.710456      944.501837     -320.887658    -6773.654272
26 May 2021 03:58:00.000                 -81.875                  154.808             489.512366                 -22.662              -81.933     -881.002810      414.427350    -6777.117299      886.638774     -370.198665    -6778.942359
26 May 2021 03:58:10.000                 -82.148                  150.647             489.525522                 -26.848              -82.204     -820.327182      461.350258    -6781.684735      828.666207     -419.463950    -6783.390812
26 May 2021 03:58:20.000                 -82.377                  146.216             489.533788                 -31.308              -82.430     -759.482345      508.127816    -6785.412200      770.591297     -468.677427    -6786.999083
26 May 2021 03:58:30.000                 -82.560                  141.542             489.537157                 -36.012              -82.609     -698.475998      554.754030    -6788.299233      712.421217     -517.833017    -6789.766727
26 May 2021 03:58:40.000                 -82.693                  136.669             489.535623                 -40.914              -82.736     -637.315867      601.222937    -6790.345477      654.163151     -566.924651    -6791.693400
26 May 2021 03:58:50.000                 -82.773                  131.655             489.529182                 -45.951              -82.810     -576.009709      647.528603    -6791.550675      595.824294     -615.946264    -6792.778861
26 May 2021 03:59:00.000                 -82.798                  126.568             489.517831                 -51.052              -82.827     -514.565304      693.665126    -6791.914676      537.411852     -664.891802    -6793.022974
26 May 2021 03:59:10.000                 -82.767                  121.486             489.501573                 -56.138              -82.788     -452.990459      739.626636    -6791.437431      478.933039     -713.755218    -6792.425703
26 May 2021 03:59:20.000                 -82.682                  116.483             489.480409                 -61.131              -82.693     -391.293006      785.407295    -6790.118992      420.395077     -762.530478    -6790.987116
26 May 2021 03:59:30.000                 -82.544                  111.628             489.454345                 -65.963              -82.546     -329.480800      831.001300    -6787.959516      361.805195     -811.211555    -6788.707385
26 May 2021 03:59:40.000                 -82.356                  106.977             489.423388                 -70.577              -82.348     -267.561719      876.402880    -6784.959262      303.170630     -859.792437    -6785.586784
26 May 2021 03:59:50.000                 -82.121                  102.573             489.387548                 -74.934              -82.104     -205.543661      921.606301    -6781.118593      244.498624     -908.267122    -6781.625690
26 May 2021 04:00:00.000                 -81.845                   98.441             489.346836                 -79.009              -81.817     -143.434548      966.605863    -6776.437971      185.796423     -956.629621    -6776.824581
26 May 2021 04:00:10.000                 -81.530                   94.593             489.301265                 -82.793              -81.492      -81.242318     1011.395904    -6770.917966      127.071277    -1004.873958    -6771.184040
26 May 2021 04:00:20.000                 -81.180                   91.029             489.250853                 -86.287              -81.134      -18.974930     1055.970796    -6764.559246       68.330440    -1052.994173    -6764.704752
26 May 2021 04:00:30.000                 -80.801                   87.743             489.195617                 -89.501              -80.746       43.359640     1100.324953    -6757.362585        9.581167    -1100.984319    -6757.387505
26 May 2021 04:00:40.000                 -80.395                   84.721             489.135577                 -92.451              -80.331      105.753400     1144.452824    -6749.328858      -49.169286    -1148.838466    -6749.233189
26 May 2021 04:00:50.000                 -79.965                   81.944             489.070757                 -95.153              -79.894      168.198341     1188.348898    -6740.459042     -107.913659    -1196.550699    -6740.242796
26 May 2021 04:01:00.000                 -79.515                   79.394             489.001181                 -97.629              -79.436      230.686440     1232.007704    -6730.754217     -166.644698    -1244.115122    -6730.417421
26 May 2021 04:01:10.000                 -79.047                   77.053             488.926875                 -99.898              -78.960      293.209660     1275.423811    -6720.215566     -225.355146    -1291.525856    -6719.758260
26 May 2021 04:01:20.000                 -78.563                   74.901             488.847869                -101.978              -78.469      355.759953     1318.591830    -6708.844372     -284.037750    -1338.777038    -6708.266614
26 May 2021 04:01:30.000                 -78.065                   72.920             488.764193                -103.889              -77.965      418.329257     1361.506412    -6696.642022     -342.685259    -1385.862828    -6695.943882
26 May 2021 04:01:40.000                 -77.555                   71.094             488.675882                -105.646              -77.448      480.909501     1404.162252    -6683.610003     -401.290427    -1432.777404    -6682.791569
26 May 2021 04:01:50.000                 -77.034                   69.408             488.582970                -107.266              -76.921      543.492604     1446.554088    -6669.749905     -459.846013    -1479.514964    -6668.811277
26 May 2021 04:02:00.000                 -76.503                   67.848             488.485495                -108.761              -76.384      606.070475     1488.676701    -6655.063419     -518.344779    -1526.069728    -6654.004714
26 May 2021 04:02:10.000                 -75.964                   66.401             488.383496                -110.143              -75.840      668.635019     1530.524916    -6639.552338     -576.779497    -1572.435938    -6638.373685
26 May 2021 04:02:20.000                 -75.418                   65.057             488.277015                -111.425              -75.288      731.178131     1572.093604    -6623.218554     -635.142944    -1618.607858    -6621.920100
26 May 2021 04:02:30.000                 -74.864                   63.805             488.166095                -112.616              -74.729      793.691702     1613.377681    -6606.064062     -693.427906    -1664.579777    -6604.645967
26 May 2021 04:02:40.000                 -74.305                   62.638             488.050781                -113.724              -74.165      856.167618     1654.372109    -6588.090957     -751.627177    -1710.346006    -6586.553397
26 May 2021 04:02:50.000                 -73.740                   61.546             487.931122                -114.757              -73.595      918.597762     1695.071897    -6569.301434     -809.733563    -1755.900881    -6567.644598
26 May 2021 04:03:00.000                 -73.171                   60.523             487.807166                -115.722              -73.020      980.974016     1735.472102    -6549.697789     -867.739878    -1801.238765    -6547.921882
26 May 2021 04:03:10.000                 -72.597                   59.562             487.678966                -116.626              -72.442     1043.288257     1775.567827    -6529.282417     -925.638951    -1846.354045    -6527.387659
26 May 2021 04:03:20.000                 -72.019                   58.659             487.546573                -117.474              -71.859     1105.532366     1815.354226    -6508.057813     -983.423621    -1891.241136    -6506.044438
26 May 2021 04:03:30.000                 -71.437                   57.808             487.410045                -118.271              -71.273     1167.698221     1854.826502    -6486.026573    -1041.086740    -1935.894479    -6483.894829
26 May 2021 04:03:40.000                 -70.852                   57.004             487.269437                -119.020              -70.684     1229.777705     1893.979905    -6463.191389    -1098.621177    -1980.308546    -6460.941541
26 May 2021 04:03:50.000                 -70.264                   56.244             487.124809                -119.727              -70.092     1291.762701     1932.809739    -6439.555055    -1156.019814    -2024.477834    -6437.187379
26 May 2021 04:04:00.000                 -69.673                   55.524             486.976222                -120.395              -69.497     1353.645098     1971.311357    -6415.120461    -1213.275548    -2068.396873    -6412.635251
26 May 2021 04:04:10.000                 -69.080                   54.840             486.823738                -121.026              -68.900     1415.416789     2009.480162    -6389.890597    -1270.381294    -2112.060219    -6387.288160
26 May 2021 04:04:20.000                 -68.484                   54.191             486.667421                -121.625              -68.300     1477.069673     2047.311612    -6363.868550    -1327.329986    -2155.462464    -6361.149208
26 May 2021 04:04:30.000                 -67.886                   53.572             486.507337                -122.192              -67.699     1538.595655     2084.801216    -6337.057505    -1384.114575    -2198.598226    -6334.221594
26 May 2021 04:04:40.000                 -67.287                   52.983             486.343555                -122.731              -67.096     1599.986651     2121.944536    -6309.460743    -1440.728031    -2241.462158    -6306.508614
26 May 2021 04:04:50.000                 -66.685                   52.420             486.176144                -123.244              -66.490     1661.234584     2158.737188    -6281.081645    -1497.163345    -2284.048946    -6278.013662
26 May 2021 04:05:00.000                 -66.082                   51.882             486.005175                -123.733              -65.884     1722.331386     2195.174841    -6251.923684    -1553.413528    -2326.353308    -6248.740227
26 May 2021 04:05:10.000                 -65.477                   51.367             485.830720                -124.199              -65.276     1783.269004     2231.253221    -6221.990432    -1609.471614    -2368.369997    -6218.691896
26 May 2021 04:05:20.000                 -64.871                   50.874             485.652854                -124.644              -64.666     1844.039393     2266.968106    -6191.285557    -1665.330660    -2410.093799    -6187.872348
26 May 2021 04:05:30.000                 -64.263                   50.400             485.471653                -125.069              -64.055     1904.634524     2302.315333    -6159.812820    -1720.983745    -2451.519538    -6156.285361
26 May 2021 04:05:40.000                 -63.654                   49.945             485.287194                -125.476              -63.443     1965.046383     2337.290793    -6127.576080    -1776.423974    -2492.642072    -6123.934806
26 May 2021 04:05:50.000                 -63.044                   49.507             485.099556                -125.866              -62.830     2025.266968     2371.890434    -6094.579286    -1831.644477    -2533.456295    -6090.824650
26 May 2021 04:06:00.000                 -62.432                   49.086             484.908820                -126.240              -62.216     2085.288298     2406.110261    -6060.826486    -1886.638408    -2573.957141    -6056.958950
26 May 2021 04:06:10.000                 -61.820                   48.679             484.715066                -126.600              -61.601     2145.102406     2439.946337    -6026.321818    -1941.398951    -2614.139578    -6022.341861
26 May 2021 04:06:20.000                 -61.206                   48.287             484.518379                -126.945              -60.985     2204.701345     2473.394783    -5991.069515    -1995.919317    -2653.998615    -5986.977629
26 May 2021 04:06:30.000                 -60.592                   47.909             484.318842                -127.277              -60.368     2264.077188     2506.451778    -5955.073900    -2050.192743    -2693.529300    -5950.870593
26 May 2021 04:06:40.000                 -59.977                   47.542             484.116541                -127.596              -59.750     2323.222028     2539.113561    -5918.339392    -2104.212500    -2732.726719    -5914.025183
26 May 2021 04:06:50.000                 -59.361                   47.188             483.911563                -127.905              -59.131     2382.127981     2571.376429    -5880.870498    -2157.971884    -2771.586001    -5876.445921
26 May 2021 04:07:00.000                 -58.744                   46.845             483.703997                -128.202              -58.512     2440.787183     2603.236739    -5842.671819    -2211.464227    -2810.102313    -5838.137421
26 May 2021 04:07:10.000                 -58.126                   46.512             483.493931                -128.488              -57.892     2499.191798     2634.690910    -5803.748045    -2264.682890    -2848.270865    -5799.104387
26 May 2021 04:07:20.000                 -57.508                   46.189             483.281456                -128.766              -57.272     2557.334011     2665.735420    -5764.103955    -2317.621266    -2886.086909    -5759.351612
26 May 2021 04:07:30.000                 -56.888                   45.875             483.066664                -129.034              -56.650     2615.206036     2696.366807    -5723.744420    -2370.272786    -2923.545740    -5718.883980
26 May 2021 04:07:40.000                 -56.269                   45.571             482.849647                -129.293              -56.029     2672.800112     2726.581674    -5682.674398    -2422.630909    -2960.642696    -5677.706464
26 May 2021 04:07:50.000                 -55.648                   45.274             482.630498                -129.544              -55.407     2730.108508     2756.376683    -5640.898937    -2474.689135    -2997.373157    -5635.824123
26 May 2021 04:08:00.000                 -55.027                   44.986             482.409314                -129.787              -54.784     2787.123519     2785.748558    -5598.423172    -2526.440997    -3033.732550    -5593.242105
26 May 2021 04:08:10.000                 -54.406                   44.705             482.186188                -130.023              -54.161     2843.837474     2814.694087    -5555.252324    -2577.880064    -3069.716347    -5549.965647
26 May 2021 04:08:20.000                 -53.784                   44.431             481.961217                -130.252              -53.537     2900.242730     2843.210121    -5511.391703    -2628.999945    -3105.320064    -5506.000070
26 May 2021 04:08:30.000                 -53.161                   44.164             481.734499                -130.474              -52.913     2956.331678     2871.293573    -5466.846703    -2679.794286    -3140.539264    -5461.350783
26 May 2021 04:08:40.000                 -52.538                   43.903             481.506131                -130.690              -52.288     3012.096743     2898.941422    -5421.622806    -2730.256772    -3175.369557    -5416.023278
26 May 2021 04:08:50.000                 -51.914                   43.649             481.276212                -130.900              -51.663     3067.530382     2926.150708    -5375.725575    -2780.381128    -3209.806599    -5370.023133
26 May 2021 04:09:00.000                 -51.290                   43.400             481.044842                -131.104              -51.038     3122.625089     2952.918537    -5329.160660    -2830.161122    -3243.846096    -5323.356010
26 May 2021 04:09:10.000                 -50.666                   43.157             480.812120                -131.302              -50.412     3177.373394     2979.242081    -5281.933795    -2879.590559    -3277.483800    -5276.027656
26 May 2021 04:09:20.000                 -50.041                   42.919             480.578147                -131.496              -49.786     3231.767864     3005.118574    -5234.050793    -2928.663291    -3310.715514    -5228.043897
26 May 2021 04:09:30.000                 -49.415                   42.686             480.343025                -131.685              -49.160     3285.801105     3030.545317    -5185.517554    -2977.373210    -3343.537089    -5179.410644
26 May 2021 04:09:40.000                 -48.789                   42.458             480.106855                -131.869              -48.533     3339.465762     3055.519678    -5136.340055    -3025.714254    -3375.944427    -5130.133890
26 May 2021 04:09:50.000                 -48.163                   42.234             479.869740                -132.048              -47.907     3392.754522     3080.039087    -5086.524358    -3073.680403    -3407.933480    -5080.219705
26 May 2021 04:10:00.000                 -47.537                   42.015             479.631781                -132.223              -47.279     3445.660111     3104.101044    -5036.076602    -3121.265685    -3439.500251    -5029.674242
26 May 2021 04:10:10.000                 -46.910                   41.800             479.393082                -132.394              -46.652     3498.175300     3127.703114    -4985.003005    -3168.464172    -3470.640796    -4978.503733
26 May 2021 04:10:20.000                 -46.282                   41.589             479.153745                -132.561              -46.024     3550.292901     3150.842928    -4933.309867    -3215.269986    -3501.351220    -4926.714487
26 May 2021 04:10:30.000                 -45.655                   41.381             478.913876                -132.724              -45.396     3602.005772     3173.518184    -4881.003563    -3261.677292    -3531.627683    -4874.312893
26 May 2021 04:10:40.000                 -45.027                   41.178             478.673576                -132.884              -44.768     3653.306818     3195.726648    -4828.090545    -3307.680308    -3561.466399    -4821.305414
26 May 2021 04:10:50.000                 -44.399                   40.978             478.432951                -133.040              -44.139     3704.188987     3217.466155    -4774.577344    -3353.273298    -3590.863632    -4767.698593
26 May 2021 04:11:00.000                 -43.770                   40.781             478.192103                -133.193              -43.511     3754.645277     3238.734603    -4720.470563    -3398.450578    -3619.815704    -4713.499045
26 May 2021 04:11:10.000                 -43.141                   40.587             477.951138                -133.343              -42.882     3804.668734     3259.529962    -4665.776882    -3443.206512    -3648.318989    -4658.713462
26 May 2021 04:11:20.000                 -42.512                   40.397             477.710159                -133.490              -42.253     3854.252453     3279.850269    -4610.503056    -3487.535519    -3676.369917    -4603.348609
26 May 2021 04:11:30.000                 -41.882                   40.209             477.469270                -133.634              -41.623     3903.389581     3299.693628    -4554.655910    -3531.432067    -3703.964973    -4547.411324
26 May 2021 04:11:40.000                 -41.253                   40.024             477.228575                -133.775              -40.994     3952.073314     3319.058213    -4498.242345    -3574.890677    -3731.100699    -4490.908518
26 May 2021 04:11:50.000                 -40.623                   39.842             476.988178                -133.914              -40.364     4000.296902     3337.942266    -4441.269330    -3617.905924    -3757.773693    -4433.847172
26 May 2021 04:12:00.000                 -39.992                   39.663             476.748182                -134.050              -39.734     4048.053650     3356.344097    -4383.743909    -3660.472439    -3783.980608    -4376.234339
26 May 2021 04:12:10.000                 -39.362                   39.486             476.508692                -134.183              -39.104     4095.336912     3374.262088    -4325.673191    -3702.584905    -3809.718158    -4318.077141
26 May 2021 04:12:20.000                 -38.731                   39.312             476.269809                -134.314              -38.474     4142.140104     3391.694685    -4267.064358    -3744.238062    -3834.983111    -4259.382771
26 May 2021 04:12:30.000                 -38.100                   39.139             476.031637                -134.443              -37.844     4188.456693     3408.640409    -4207.924658    -3785.426705    -3859.772296    -4200.158487
26 May 2021 04:12:40.000                 -37.469                   38.969             475.794279                -134.569              -37.214     4234.280206     3425.097845    -4148.261408    -3826.145689    -3884.082600    -4140.411616
26 May 2021 04:12:50.000                 -36.837                   38.801             475.557835                -134.694              -36.583     4279.604228     3441.065651    -4088.081989    -3866.389922    -3907.910967    -4080.149550
26 May 2021 04:13:00.000                 -36.206                   38.636             475.322408                -134.817              -35.952     4324.422400     3456.542554    -4027.393850    -3906.154374    -3931.254404    -4019.379749
26 May 2021 04:13:10.000                 -35.574                   38.472             475.088098                -134.937              -35.321     4368.728428     3471.527349    -3966.204504    -3945.434072    -3954.109974    -3958.109735
26 May 2021 04:13:20.000                 -34.942                   38.310             474.855007                -135.056              -34.690     4412.516074     3486.018904    -3904.521527    -3984.224104    -3976.474803    -3896.347094
26 May 2021 04:13:30.000                 -34.309                   38.150             474.623232                -135.173              -34.059     4455.779165     3500.016153    -3842.352557    -4022.519616    -3998.346078    -3834.099476
26 May 2021 04:13:40.000                 -33.677                   37.991             474.392875                -135.288              -33.428     4498.511590     3513.518103    -3779.705297    -4060.315817    -4019.721044    -3771.374592
26 May 2021 04:13:50.000                 -33.044                   37.835             474.164032                -135.401              -32.797     4540.707300     3526.523830    -3716.587508    -4097.607976    -4040.597010    -3708.180213
26 May 2021 04:14:00.000                 -32.411                   37.680             473.936802                -135.513              -32.165     4582.360313     3539.032479    -3653.007012    -4134.391425    -4060.971347    -3644.524170
26 May 2021 04:14:10.000                 -31.778                   37.526             473.711280                -135.624              -31.534     4623.464711     3551.043267    -3588.971690    -4170.661558    -4080.841485    -3580.414355
26 May 2021 04:14:20.000                 -31.144                   37.374             473.487564                -135.733              -30.902     4664.014642     3562.555480    -3524.489481    -4206.413833    -4100.204921    -3515.858716
26 May 2021 04:14:30.000                 -30.511                   37.223             473.265748                -135.840              -30.270     4704.004322     3573.568474    -3459.568382    -4241.643771    -4119.059210    -3450.865258
26 May 2021 04:14:40.000                 -29.877                   37.074             473.045925                -135.946              -29.638     4743.428034     3584.081675    -3394.216444    -4276.346959    -4137.401975    -3385.442042
26 May 2021 04:14:50.000                 -29.243                   36.926             472.828190                -136.051              -29.006     4782.280130     3594.094580    -3328.441776    -4310.519047    -4155.230898    -3319.597186
26 May 2021 04:15:00.000                 -28.609                   36.780             472.612633                -136.154              -28.374     4820.555032     3603.606756    -3262.252538    -4344.155753    -4172.543728    -3253.338858
26 May 2021 04:15:10.000                 -27.975                   36.635             472.399345                -136.257              -27.742     4858.247233     3612.617840    -3195.656945    -4377.252859    -4189.338277    -3186.675283
26 May 2021 04:15:20.000                 -27.341                   36.491             472.188417                -136.358              -27.110     4895.351297     3621.127539    -3128.663265    -4409.806216    -4205.612421    -3119.614735
26 May 2021 04:15:30.000                 -26.706                   36.348             471.979936                -136.458              -26.477     4931.861859     3629.135630    -3061.279814    -4441.811740    -4221.364102    -3052.165542
26 May 2021 04:15:40.000                 -26.071                   36.206             471.773991                -136.557              -25.845     4967.773628     3636.641959    -2993.514961    -4473.265416    -4236.591326    -2984.336078
26 May 2021 04:15:50.000                 -25.437                   36.065             471.570666                -136.654              -25.212     5003.081386     3643.646445    -2925.377122    -4504.163299    -4251.292163    -2916.134769
26 May 2021 04:16:00.000                 -24.802                   35.925             471.370046                -136.751              -24.580     5037.779992     3650.149073    -2856.874762    -4534.501511    -4265.464752    -2847.570088
26 May 2021 04:16:10.000                 -24.167                   35.787             471.172215                -136.847              -23.947     5071.864377     3656.149900    -2788.016393    -4564.276242    -4279.107295    -2778.650554
26 May 2021 04:16:20.000                 -23.531                   35.649             470.977255                -136.942              -23.314     5105.329550     3661.649054    -2718.810572    -4593.483757    -4292.218061    -2709.384731
26 May 2021 04:16:30.000                 -22.896                   35.512             470.785246                -137.036              -22.682     5138.170596     3666.646729    -2649.265902    -4622.120386    -4304.795386    -2639.781231
