                                                                                                                                                                                                                         25 May 2021 09:55:13
Civil Air Patrol Use Only
Satellite-GRID


       Time (LCLG)          Detic Latitude (deg)    Detic Longitude (deg)    Detic Altitude (km)    RightAscension (deg)    Declination (deg)       x (km)          y (km)          z (km)          x (km)          y (km)          z (km)   
26 May 2021 15:36:20.000                  61.538                 -150.988             477.530024                -152.982               61.492    -2864.205088    -1588.414716     6003.957345    -2907.960566    -1482.810906     6009.931203
26 May 2021 15:36:30.000                  62.152                 -151.389             477.683069                -153.340               62.109    -2818.359761    -1537.333569     6038.804744    -2859.164820    -1435.530469     6044.678468
26 May 2021 15:36:40.000                  62.765                 -151.804             477.834012                -153.712               62.724    -2772.091602    -1486.129637     6072.900638    -2810.014274    -1388.071893     6078.673499
26 May 2021 15:36:50.000                  63.377                 -152.235             477.982774                -154.100               63.339    -2725.406171    -1434.809868     6106.240818    -2760.515040    -1340.441074     6111.912101
26 May 2021 15:37:00.000                  63.988                 -152.683             478.129279                -154.505               63.953    -2678.309087    -1383.381215     6138.821172    -2710.673279    -1292.643930     6144.390171
26 May 2021 15:37:10.000                  64.598                 -153.149             478.273451                -154.928               64.565    -2630.806030    -1331.850636     6170.637677    -2660.495188    -1244.686400     6176.103703
26 May 2021 15:37:20.000                  65.206                 -153.635             478.415218                -155.370               65.176    -2582.902741    -1280.225092     6201.686411    -2609.987010    -1196.574440     6207.048784
26 May 2021 15:37:30.000                  65.813                 -154.141             478.554505                -155.834               65.786    -2534.605017    -1228.511548     6231.963541    -2559.155024    -1148.314027     6237.221598
26 May 2021 15:37:40.000                  66.418                 -154.669             478.691243                -156.320               66.394    -2485.918716    -1176.716971     6261.465336    -2508.005551    -1099.911155     6266.618423
26 May 2021 15:37:50.000                  67.022                 -155.222             478.825361                -156.830               67.001    -2436.849751    -1124.848325     6290.188157    -2456.544949    -1051.371833     6295.235635
26 May 2021 15:38:00.000                  67.624                 -155.801             478.956793                -157.366               67.606    -2387.404093    -1072.912579     6318.128464    -2404.779615    -1002.702088     6323.069707
26 May 2021 15:38:10.000                  68.223                 -156.407             479.085470                -157.930               68.209    -2337.587769    -1020.916697     6345.282811    -2352.715983     -953.907965     6350.117206
26 May 2021 15:38:20.000                  68.821                 -157.044             479.211328                -158.525               68.810    -2287.406860     -968.867644     6371.647853    -2300.360523     -904.995519     6376.374800
26 May 2021 15:38:30.000                  69.417                 -157.714             479.334305                -159.152               69.409    -2236.867504     -916.772378     6397.220341    -2247.719740     -855.970822     6401.839254
26 May 2021 15:38:40.000                  70.010                 -158.419             479.454337                -159.816               70.005    -2185.975890     -864.637858     6421.997124    -2194.800174     -806.839959     6426.507430
26 May 2021 15:38:50.000                  70.601                 -159.163             479.571366                -160.518               70.599    -2134.738261     -812.471034     6445.975149    -2141.608398     -757.609028     6450.376290
26 May 2021 15:39:00.000                  71.188                 -159.950             479.685332                -161.263               71.190    -2083.160912     -760.278853     6469.151465    -2088.151020     -708.284138     6473.442893
26 May 2021 15:39:10.000                  71.773                 -160.782             479.796179                -162.055               71.778    -2031.250190     -708.068254     6491.523216    -2034.434679     -658.871410     6495.704400
26 May 2021 15:39:20.000                  72.354                 -161.665             479.903852                -162.897               72.362    -1979.012493     -655.846170     6513.087649    -1980.466045     -609.376974     6517.158070
26 May 2021 15:39:30.000                  72.931                 -162.603             480.008298                -163.795               72.943    -1926.454266     -603.619522     6533.842108    -1926.251820     -559.806971     6537.801262
26 May 2021 15:39:40.000                  73.504                 -163.601             480.109465                -164.754               73.519    -1873.582006     -551.395226     6553.784040    -1871.798734     -510.167550     6557.631435
26 May 2021 15:39:50.000                  74.072                 -164.666             480.207303                -165.780               74.091    -1820.402257     -499.180186     6572.910989    -1817.113547     -460.464869     6576.646149
26 May 2021 15:40:00.000                  74.635                 -165.804             480.301766                -166.881               74.657    -1766.921611     -446.981293     6591.220603    -1762.203047     -410.705093     6594.843064
26 May 2021 15:40:10.000                  75.192                 -167.022             480.392807                -168.063               75.218    -1713.146705     -394.805427     6608.710630    -1707.074050     -360.894394     6612.219943
26 May 2021 15:40:20.000                  75.743                 -168.330             480.480381                -169.335               75.772    -1659.084225     -342.659458     6625.378918    -1651.733396     -311.038948     6628.774648
26 May 2021 15:40:30.000                  76.286                 -169.737             480.564448                -170.708               76.319    -1604.740897     -290.550237     6641.223416    -1596.187954     -261.144939     6644.505143
26 May 2021 15:40:40.000                  76.821                 -171.254             480.644966                -172.193               76.858    -1550.123496     -238.484604     6656.242179    -1540.444616     -211.218553     6659.409494
26 May 2021 15:40:50.000                  77.347                 -172.891             480.721898                -173.800               77.387    -1495.238837     -186.469382     6670.433358    -1484.510298     -161.265982     6673.485870
26 May 2021 15:41:00.000                  77.863                 -174.664             480.795207                -175.545               77.906    -1440.093778     -134.511377     6683.795211    -1428.391938     -111.293419     6686.732540
26 May 2021 15:41:10.000                  78.367                 -176.586             480.864858                -177.442               78.414    -1384.695221      -82.617379     6696.326094    -1372.096500      -61.307059     6699.147878
26 May 2021 15:41:20.000                  78.858                 -178.673             480.930820                -179.507               78.908    -1329.050105      -30.794158     6708.024471    -1315.630964      -11.313100     6710.730358
26 May 2021 15:41:30.000                  79.334                  179.057             480.993062                 178.240               79.386    -1273.165410       20.951535     6718.888902    -1259.002337       38.682260     6721.478558
26 May 2021 15:41:40.000                  79.793                  176.586             481.051555                 175.782               79.847    -1217.048157       72.612966     6728.918056    -1202.217639       88.672824     6731.391159
26 May 2021 15:41:50.000                  80.231                  173.893             481.106274                 173.097               80.288    -1160.705403      124.183427     6738.110700    -1145.283915      138.652394     6740.466945
26 May 2021 15:42:00.000                  80.648                  170.961             481.157193                 170.167               80.706    -1104.144242      175.656228     6746.465708    -1088.208223      188.614775     6748.704801
26 May 2021 15:42:10.000                  81.039                  167.770             481.204292                 166.972               81.098    -1047.371805      227.024703     6753.982055    -1030.997642      238.553775     6756.103719
26 May 2021 15:42:20.000                  81.401                  164.306             481.247549                 163.497               81.460     -990.395259      278.282208     6760.658819     -973.659266      288.463203     6762.662792
26 May 2021 15:42:30.000                  81.730                  160.557             481.286947                 159.732               81.789     -933.221804      329.422127     6766.495183     -916.200203      338.336873     6768.381216
26 May 2021 15:42:40.000                  82.022                  156.522             481.322469                 155.673               82.080     -875.858675      380.437865     6771.490433     -858.627577      388.168604     6773.258292
26 May 2021 15:42:50.000                  82.274                  152.207             481.354102                 151.331               82.329     -818.313139      431.322855     6775.643959     -800.948527      437.952220     6777.293425
26 May 2021 15:43:00.000                  82.480                  147.633             481.381834                 146.726               82.531     -760.592495      482.070557     6778.955252     -743.170203      487.681549     6780.486121
26 May 2021 15:43:10.000                  82.637                  142.837             481.405655                 141.900               82.684     -702.704073      532.674458     6781.423911     -685.299766      537.350429     6782.835992
26 May 2021 15:43:20.000                  82.742                  137.869             481.425557                 136.905               82.783     -644.655232      583.128074     6783.049636     -627.344392      586.952705     6784.342755
26 May 2021 15:43:30.000                  82.793                  132.795             481.441535                 131.812               82.827     -586.453361      633.424951     6783.832230     -569.311265      636.482228     6785.006227
26 May 2021 15:43:40.000                  82.788                  127.689             481.453585                 126.696               82.814     -528.105876      683.558662     6783.771603     -511.207576      685.932859     6784.826332
26 May 2021 15:43:50.000                  82.728                  122.628             481.461707                 121.639               82.745     -469.620223      733.522816     6782.867766     -453.040530      735.298471     6783.803096
26 May 2021 15:44:00.000                  82.614                  117.686             481.465901                 116.713               82.621     -411.003870      783.311049     6781.120836     -394.817336      784.572944     6781.936651
26 May 2021 15:44:10.000                  82.448                  112.925             481.466169                 111.982               82.445     -352.264314      832.917033     6778.531031     -336.545209      833.750173     6779.227231
26 May 2021 15:44:20.000                  82.233                  108.394             481.462517                 107.493               82.221     -293.409074      882.334471     6775.098676     -278.231374      882.824060     6775.675173
26 May 2021 15:44:30.000                  81.975                  104.126             481.454952                 103.278               81.952     -234.445693      931.557101     6770.824197     -219.883057      931.788525     6771.280921
26 May 2021 15:44:40.000                  81.676                  100.140             481.443484                  99.352               81.644     -175.381736      980.578697     6765.708125     -161.507491      980.637498     6766.045019
26 May 2021 15:44:50.000                  81.341                   96.442             481.428123                  95.720               81.299     -116.224791     1029.393067     6759.751096     -103.111911     1029.364925     6759.968117
26 May 2021 15:45:00.000                  80.973                   93.026             481.408882                  92.375               80.923      -56.982465     1077.994056     6752.953846      -44.703555     1077.964765     6753.050969
26 May 2021 15:45:10.000                  80.578                   89.881             481.385778                  89.303               80.519        2.337615     1126.375547     6745.317218       13.710338     1126.430995     6745.294430
26 May 2021 15:45:20.000                  80.157                   86.992             481.358828                  86.487               80.090       61.727803     1174.531460     6736.842156       72.122528     1174.757606     6736.699460
26 May 2021 15:45:30.000                  79.715                   84.339             481.328051                  83.908               79.640      121.180437     1222.455754     6727.529708      130.525774     1222.938607     6727.267122
26 May 2021 15:45:40.000                  79.253                   81.904             481.293469                  81.546               79.170      180.687837     1270.142429     6717.381027      188.912838     1270.968026     6716.998582
26 May 2021 15:45:50.000                  78.775                   79.666             481.255106                  79.381               78.685      240.242307     1317.585523     6706.397365      247.276482     1318.839908     6705.895111
26 May 2021 15:46:00.000                  78.282                   77.609             481.212987                  77.394               78.185      299.836137     1364.779117     6694.580081      305.609471     1366.548318     6693.958079
26 May 2021 15:46:10.000                  77.775                   75.715             481.167140                  75.569               77.672      359.461605     1411.717332     6681.930635      363.904576     1414.087339     6681.188961
26 May 2021 15:46:20.000                  77.258                   73.966             481.117595                  73.888               77.148      419.110973     1458.394332     6668.450588      422.154570     1461.451079     6667.589335
26 May 2021 15:46:30.000                  76.730                   72.351             481.064384                  72.338               76.614      478.776493     1504.804326     6654.141606      480.352231     1508.633663     6653.160881
26 May 2021 15:46:40.000                  76.193                   70.854             481.007541                  70.906               76.072      538.450408     1550.941564     6639.005455      538.490345     1555.629240     6637.905380
26 May 2021 15:46:50.000                  75.649                   69.465             480.947100                  69.580               75.521      598.124949     1596.800342     6623.044006      596.561705     1602.431982     6621.824716
26 May 2021 15:47:00.000                  75.097                   68.173             480.883100                  68.350               74.964      657.792339     1642.375001     6606.259228      654.559110     1649.036084     6604.920874
26 May 2021 15:47:10.000                  74.539                   66.969             480.815579                  67.206               74.401      717.444793     1687.659930     6588.653194      712.475370     1695.435766     6587.195943
26 May 2021 15:47:20.000                  73.975                   65.844             480.744581                  66.141               73.832      777.074521     1732.649562     6570.228078      770.303303     1741.625271     6568.652110
26 May 2021 15:47:30.000                  73.406                   64.792             480.670147                  65.146               73.258      836.673724     1777.338378     6550.986154      828.035740     1787.598870     6549.291665
26 May 2021 15:47:40.000                  72.832                   63.804             480.592323                  64.215               72.680      896.234603     1821.720909     6530.929798      885.665522     1833.350859     6529.116997
26 May 2021 15:47:50.000                  72.255                   62.876             480.511156                  63.344               72.098      955.749351     1865.791731     6510.061486      943.185500     1878.875560     6508.130599
26 May 2021 15:48:00.000                  71.673                   62.003             480.426694                  62.525               71.512     1015.210161     1909.545473     6488.383794     1000.588543     1924.167326     6486.335060
26 May 2021 15:48:10.000                  71.088                   61.179             480.338989                  61.755               70.923     1074.609223     1952.976813     6465.899399     1057.867530     1969.220535     6463.733072
26 May 2021 15:48:20.000                  70.500                   60.400             480.248093                  61.030               70.331     1133.938728     1996.080478     6442.611077     1115.015356     2014.029596     6440.327425
26 May 2021 15:48:30.000                  69.910                   59.663             480.154059                  60.346               69.736     1193.190866     2038.851250     6418.521702     1172.024934     2058.588947     6416.121009
26 May 2021 15:48:40.000                  69.316                   58.964             480.056944                  59.699               69.138     1252.357829     2081.283958     6393.634250     1228.889191     2102.893056     6391.116813
26 May 2021 15:48:50.000                  68.720                   58.300             479.956805                  59.087               68.539     1311.431812     2123.373488     6367.951793     1285.601072     2146.936424     6365.317924
26 May 2021 15:49:00.000                  68.122                   57.668             479.853701                  58.506               67.937     1370.405012     2165.114777     6341.477502     1342.153541     2190.713581     6338.727529
26 May 2021 15:49:10.000                  67.522                   57.067             479.747693                  57.955               67.333     1429.269632     2206.502817     6314.214647     1398.539581     2234.219092     6311.348910
26 May 2021 15:49:20.000                  66.920                   56.493             479.638843                  57.431               66.727     1488.017880     2247.532653     6286.166595     1454.752195     2277.447554     6283.185449
26 May 2021 15:49:30.000                  66.316                   55.944             479.527215                  56.932               66.120     1546.641970     2288.199386     6257.336810     1510.784408     2320.393598     6254.240624
26 May 2021 15:49:40.000                  65.711                   55.420             479.412875                  56.457               65.511     1605.134126     2328.498173     6227.728852     1566.629264     2363.051890     6224.518011
26 May 2021 15:49:50.000                  65.104                   54.917             479.295889                  56.003               64.901     1663.486578     2368.424227     6197.346378     1622.279832     2405.417129     6194.021281
26 May 2021 15:50:00.000                  64.495                   54.435             479.176327                  55.570               64.290     1721.691566     2407.972817     6166.193143     1677.729204     2447.484052     6162.754201
26 May 2021 15:50:10.000                  63.886                   53.973             479.054257                  55.155               63.677     1779.741342     2447.139270     6134.272994     1732.970497     2489.247432     6130.720635
26 May 2021 15:50:20.000                  63.275                   53.528             478.929752                  54.758               63.063     1837.628169     2485.918971     6101.589876     1787.996852     2530.702078     6097.924539
26 May 2021 15:50:30.000                  62.663                   53.099             478.802883                  54.377               62.448     1895.344323     2524.307363     6068.147827     1842.801436     2571.842838     6064.369967
26 May 2021 15:50:40.000                  62.050                   52.687             478.673725                  54.012               61.832     1952.882094     2562.299948     6033.950979     1897.377444     2612.664598     6030.061065
26 May 2021 15:50:50.000                  61.436                   52.289             478.542353                  53.661               61.215     2010.233785     2599.892290     5999.003559     1951.718098     2653.162283     5995.002074
26 May 2021 15:51:00.000                  60.820                   51.905             478.408843                  53.324               60.598     2067.391719     2637.080009     5963.309887     2005.816648     2693.330857     5959.197326
26 May 2021 15:51:10.000                  60.204                   51.533             478.273274                  52.999               59.979     2124.348231     2673.858788     5926.874374     2059.666374     2733.165325     5922.651248
26 May 2021 15:51:20.000                  59.587                   51.174             478.135724                  52.686               59.360     2181.095677     2710.224371     5889.701526     2113.260587     2772.660732     5885.368358
26 May 2021 15:51:30.000                  58.970                   50.826             477.996272                  52.385               58.740     2237.626431     2746.172563     5851.795938     2166.592628     2811.812165     5847.353266
26 May 2021 15:51:40.000                  58.351                   50.489             477.855001                  52.094               58.119     2293.932887     2781.699233     5813.162297     2219.655869     2850.614754     5808.610673
26 May 2021 15:51:50.000                  57.732                   50.162             477.711993                  51.813               57.498     2350.007462     2816.800310     5773.805381     2272.443717     2889.063671     5769.145369
26 May 2021 15:52:00.000                  57.112                   49.845             477.567330                  51.541               56.876     2405.842591     2851.471787     5733.730058     2324.949611     2927.154130     5728.962237
26 May 2021 15:52:10.000                  56.492                   49.537             477.421096                  51.278               56.253     2461.430735     2885.709722     5692.941286     2377.167025     2964.881390     5688.066247
26 May 2021 15:52:20.000                  55.871                   49.237             477.273378                  51.024               55.630     2516.764379     2919.510235     5651.444110     2429.089466     3002.240757     5646.462458
26 May 2021 15:52:30.000                  55.249                   48.945             477.124260                  50.778               55.007     2571.836033     2952.869511     5609.243666     2480.710481     3039.227577     5604.156018
26 May 2021 15:52:40.000                  54.626                   48.661             476.973831                  50.539               54.383     2626.638231     2985.783801     5566.345174     2532.023650     3075.837245     5561.152163
26 May 2021 15:52:50.000                  54.004                   48.385             476.822176                  50.307               53.758     2681.163538     3018.249421     5522.753944     2583.022592     3112.065203     5517.456214
26 May 2021 15:53:00.000                  53.380                   48.115             476.669385                  50.082               53.133     2735.404544     3050.262752     5478.475373     2633.700965     3147.906938     5473.073581
26 May 2021 15:53:10.000                  52.756                   47.852             476.515547                  49.864               52.508     2789.353870     3081.820241     5433.514941     2684.052465     3183.357985     5428.009757
26 May 2021 15:53:20.000                  52.132                   47.595             476.360752                  49.652               51.882     2843.004165     3112.918404     5387.878214     2734.070828     3218.413926     5382.270323
26 May 2021 15:53:30.000                  51.507                   47.344             476.205090                  49.445               51.256     2896.348113     3143.553821     5341.570845     2783.749833     3253.070394     5335.860942
26 May 2021 15:53:40.000                  50.882                   47.098             476.048651                  49.245               50.630     2949.378427     3173.723141     5294.598568     2833.083296     3287.323069     5288.787362
26 May 2021 15:53:50.000                  50.256                   46.858             475.891529                  49.049               50.003     3002.087855     3203.423081     5246.967201     2882.065079     3321.167682     5241.055413
26 May 2021 15:54:00.000                  49.630                   46.623             475.733813                  48.858               49.376     3054.469178     3232.650425     5198.682645     2930.689087     3354.600012     5192.671008
26 May 2021 15:54:10.000                  49.003                   46.393             475.575598                  48.673               48.748     3106.515213     3261.402026     5149.750881     2978.949266     3387.615892     5143.640143
26 May 2021 15:54:20.000                  48.377                   46.168             475.416975                  48.492               48.121     3158.218813     3289.674808     5100.177973     3026.839610     3420.211203     5093.968892
26 May 2021 15:54:30.000                  47.749                   45.947             475.258039                  48.315               47.493     3209.572870     3317.465761     5049.970066     3074.354156     3452.381881     5043.663413
26 May 2021 15:54:40.000                  47.122                   45.730             475.098881                  48.142               46.865     3260.570312     3344.771946     4999.133381     3121.486988     3484.123912     4992.729939
26 May 2021 15:54:50.000                  46.494                   45.518             474.939597                  47.974               46.236     3311.204106     3371.590494     4947.674222     3168.232236     3515.433335     4941.174785
26 May 2021 15:55:00.000                  45.865                   45.309             474.780280                  47.809               45.607     3361.467262     3397.918607     4895.598967     3214.584080     3546.306244     4889.004344
26 May 2021 15:55:10.000                  45.237                   45.104             474.621023                  47.648               44.979     3411.352829     3423.753555     4842.914076     3260.536745     3576.738786     4836.225084
26 May 2021 15:55:20.000                  44.608                   44.902             474.461922                  47.490               44.349     3460.853899     3449.092681     4789.626081     3306.084507     3606.727161     4782.843552
26 May 2021 15:55:30.000                  43.979                   44.704             474.303070                  47.336               43.720     3509.963606     3473.933399     4735.741593     3351.221693     3636.267626     4728.866368
26 May 2021 15:55:40.000                  43.349                   44.510             474.144562                  47.185               43.091     3558.675131     3498.273195     4681.267295     3395.942677     3665.356492     4674.300230
26 May 2021 15:55:50.000                  42.719                   44.318             473.986491                  47.037               42.461     3606.981698     3522.109623     4626.209948     3440.241888     3693.990127     4619.151906
26 May 2021 15:56:00.000                  42.089                   44.129             473.828952                  46.892               41.831     3654.876576     3545.440313     4570.576382     3484.113805     3722.164954     4563.428241
26 May 2021 15:56:10.000                  41.459                   43.943             473.672039                  46.750               41.201     3702.353084     3568.262966     4514.373503     3527.552959     3749.877453     4507.136151
26 May 2021 15:56:20.000                  40.828                   43.760             473.515845                  46.610               40.571     3749.404587     3590.575354     4457.608287     3570.553936     3777.124163     4450.282622
26 May 2021 15:56:30.000                  40.198                   43.580             473.360464                  46.474               39.940     3796.024500     3612.375323     4400.287781     3613.111377     3803.901677     4392.874714
26 May 2021 15:56:40.000                  39.567                   43.402             473.205989                  46.339               39.310     3842.206288     3633.660793     4342.419102     3655.219974     3830.206650     4334.919554
26 May 2021 15:56:50.000                  38.935                   43.227             473.052513                  46.207               38.679     3887.943465     3654.429753     4284.009437     3696.874477     3856.035794     4276.424338
26 May 2021 15:57:00.000                  38.304                   43.054             472.900128                  46.078               38.048     3933.229600     3674.680270     4225.066039     3738.069693     3881.385879     4217.396332
26 May 2021 15:57:10.000                  37.672                   42.883             472.748927                  45.950               37.417     3978.058311     3694.410481     4165.596229     3778.800484     3906.253737     4157.842868
26 May 2021 15:57:20.000                  37.040                   42.714             472.599000                  45.825               36.786     4022.423273     3713.618598     4105.607397     3819.061770     3930.636256     4097.771345
26 May 2021 15:57:30.000                  36.408                   42.548             472.450440                  45.702               36.155     4066.318213     3732.302907     4045.106996     3858.848530     3954.530388     4037.189226
26 May 2021 15:57:40.000                  35.775                   42.383             472.303336                  45.580               35.523     4109.736916     3750.461768     3984.102544     3898.155800     3977.933144     3976.104040
26 May 2021 15:57:50.000                  35.143                   42.220             472.157779                  45.461               34.892     4152.673222     3768.093614     3922.601622     3936.978676     4000.841596     3914.523378
26 May 2021 15:58:00.000                  34.510                   42.059             472.013857                  45.343               34.260     4195.121027     3785.196952     3860.611875     3975.312316     4023.252878     3852.454895
26 May 2021 15:58:10.000                  33.877                   41.900             471.871658                  45.228               33.628     4237.074287     3801.770366     3798.141009     4013.151936     4045.164185     3789.906307
26 May 2021 15:58:20.000                  33.244                   41.743             471.731271                  45.114               32.997     4278.527018     3817.812512     3735.196793     4050.492815     4066.572775     3726.885391
26 May 2021 15:58:30.000                  32.610                   41.587             471.592782                  45.001               32.365     4319.473292     3833.322120     3671.787051     4087.330293     4087.475968     3663.399983
26 May 2021 15:58:40.000                  31.977                   41.433             471.456277                  44.890               31.733     4359.907247     3848.297998     3607.919671     4123.659773     4107.871148     3599.457979
26 May 2021 15:58:50.000                  31.343                   41.281             471.321842                  44.781               31.101     4399.823078     3862.739025     3543.602596     4159.476721     4127.755760     3535.067332
26 May 2021 15:59:00.000                  30.709                   41.130             471.189560                  44.673               30.468     4439.215046     3876.644156     3478.843827     4194.776666     4147.127315     3470.236052
26 May 2021 15:59:10.000                  30.075                   40.980             471.059514                  44.566               29.836     4478.077473     3890.012423     3413.651421     4229.555204     4165.983388     3404.972205
26 May 2021 15:59:20.000                  29.441                   40.832             470.931787                  44.461               29.204     4516.404747     3902.842929     3348.033489     4263.807992     4184.321615     3339.283910
26 May 2021 15:59:30.000                  28.807                   40.685             470.806459                  44.357               28.571     4554.191319     3915.134856     3281.998196     4297.530756     4202.139701     3273.179343
26 May 2021 15:59:40.000                  28.172                   40.539             470.683610                  44.254               27.939     4591.431709     3926.887458     3215.553762     4330.719285     4219.435413     3206.666730
26 May 2021 15:59:50.000                  27.537                   40.395             470.563319                  44.153               27.306     4628.120501     3938.100065     3148.708456     4363.369436     4236.206584     3139.754350
26 May 2021 16:00:00.000                  26.903                   40.251             470.445663                  44.052               26.674     4664.252348     3948.772083     3081.470599     4395.477134     4252.451112     3072.450533
26 May 2021 16:00:10.000                  26.268                   40.109             470.330719                  43.953               26.041     4699.821969     3958.902991     3013.848563     4427.038371     4268.166962     3004.763658
26 May 2021 16:00:20.000                  25.633                   39.968             470.218561                  43.855               25.408     4734.824156     3968.492344     2945.850767     4458.049205     4283.352165     2936.702152
26 May 2021 16:00:30.000                  24.998                   39.828             470.109263                  43.758               24.776     4769.253768     3977.539772     2877.485678     4488.505766     4298.004817     2868.274491
26 May 2021 16:00:40.000                  24.362                   39.689             470.002896                  43.662               24.143     4803.105736     3986.044981     2808.761809     4518.404252     4312.123080     2799.489196
26 May 2021 16:00:50.000                  23.727                   39.551             469.899532                  43.567               23.510     4836.375061     3994.007749     2739.687722     4547.740929     4325.705187     2730.354834
26 May 2021 16:01:00.000                  23.091                   39.414             469.799241                  43.472               22.877     4869.056817     4001.427932     2670.272019     4576.512137     4338.749433     2660.880017
26 May 2021 16:01:10.000                  22.456                   39.277             469.702088                  43.379               22.244     4901.146153     4008.305459     2600.523347     4604.714282     4351.254183     2591.073400
26 May 2021 16:01:20.000                  21.820                   39.142             469.608142                  43.286               21.611     4932.638288     4014.640334     2530.450397     4632.343844     4363.217869     2520.943679
26 May 2021 16:01:30.000                  21.184                   39.007             469.517466                  43.195               20.978     4963.528518     4020.432634     2460.061898     4659.397375     4374.638992     2450.499592
26 May 2021 16:01:40.000                  20.548                   38.873             469.430123                  43.104               20.345     4993.812213     4025.682514     2389.366622     4685.871498     4385.516118     2379.749916
26 May 2021 16:01:50.000                  19.912                   38.740             469.346175                  43.013               19.711     5023.484820     4030.390201     2318.373378     4711.762908     4395.847884     2308.703469
26 May 2021 16:02:00.000                  19.276                   38.608             469.265682                  42.924               19.078     5052.541862     4034.555995     2247.091013     4737.068374     4405.632995     2237.369104
26 May 2021 16:02:10.000                  18.639                   38.476             469.188701                  42.835               18.445     5080.978937     4038.180274     2175.528413     4761.784737     4414.870222     2165.755711
26 May 2021 16:02:20.000                  18.003                   38.345             469.115289                  42.747               17.812     5108.791726     4041.263485     2103.694496     4785.908915     4423.558407     2093.872218
26 May 2021 16:02:30.000                  17.367                   38.215             469.045500                  42.659               17.178     5135.975983     4043.806154     2031.598218     4809.437896     4431.696461     2021.727585
26 May 2021 16:02:40.000                  16.730                   38.085             468.979387                  42.572               16.545     5162.527545     4045.808876     1959.248565     4832.368745     4439.283363     1949.330804
26 May 2021 16:02:50.000                  16.093                   37.956             468.917000                  42.486               15.912     5188.442328     4047.272322     1886.654558     4854.698603     4446.318162     1876.690903
26 May 2021 16:03:00.000                  15.457                   37.828             468.858389                  42.400               15.278     5213.716328     4048.197236     1813.825246     4876.424683     4452.799975     1803.816936
26 May 2021 16:03:10.000                  14.820                   37.700             468.803601                  42.315               14.645     5238.345623     4048.584435     1740.769711     4897.544276     4458.727989     1730.717991
26 May 2021 16:03:20.000                  14.183                   37.572             468.752680                  42.230               14.011     5262.326371     4048.434808     1667.497062     4918.054749     4464.101462     1657.403182
26 May 2021 16:03:30.000                  13.546                   37.445             468.705671                  42.146               13.378     5285.654815     4047.749318     1594.016435     4937.953546     4468.919718     1583.881651
26 May 2021 16:03:40.000                  12.909                   37.318             468.662613                  42.062               12.744     5308.327278     4046.528999     1520.336995     4957.238186     4473.182156     1510.162566
26 May 2021 16:03:50.000                  12.272                   37.192             468.623547                  41.978               12.111     5330.340170     4044.774958     1446.467928     4975.906267     4476.888239     1436.255121
26 May 2021 16:04:00.000                  11.635                   37.066             468.588509                  41.895               11.477     5351.689982     4042.488373     1372.418448     4993.955462     4480.037505     1362.168533
26 May 2021 16:04:10.000                  10.998                   36.941             468.557535                  41.812               10.844     5372.373292     4039.670496     1298.197789     5011.383524     4482.629558     1287.912041
26 May 2021 16:04:20.000                  10.361                   36.816             468.530658                  41.730               10.210     5392.386761     4036.322647     1223.815209     5028.188283     4484.664074     1213.494906
26 May 2021 16:04:30.000                   9.724                   36.691             468.507908                  41.648                9.576     5411.727138     4032.446219     1149.279985     5044.367648     4486.140799     1138.926411
26 May 2021 16:04:40.000                   9.087                   36.567             468.489316                  41.566                8.943     5430.391257     4028.042676     1074.601412     5059.919606     4487.059549     1064.215856
26 May 2021 16:04:50.000                   8.449                   36.442             468.474906                  41.485                8.309     5448.376039     4023.113552      999.788806     5074.842222     4487.420210      989.372559
26 May 2021 16:05:00.000                   7.812                   36.319             468.464705                  41.403                7.676     5465.678492     4017.660452      924.851498     5089.133642     4487.222737      914.405855
26 May 2021 16:05:10.000                   7.175                   36.195             468.458735                  41.323                7.042     5482.295713     4011.685048      849.798836     5102.792089     4486.467156      839.325096
26 May 2021 16:05:20.000                   6.537                   36.072             468.457015                  41.242                6.408     5498.224885     4005.189085      774.640180     5115.815869     4485.153564      764.139647
26 May 2021 16:05:30.000                   5.900                   35.948             468.459565                  41.161                5.775     5513.463282     3998.174375      699.384906     5128.203363     4483.282128      688.858885
26 May 2021 16:05:40.000                   5.262                   35.825             468.466400                  41.081                5.141     5528.008267     3990.642800      624.042400     5139.953037     4480.853084      613.492201
26 May 2021 16:05:50.000                   4.625                   35.703             468.477534                  41.001                4.507     5541.857290     3982.596309      548.622061     5151.063434     4477.866738      538.048995
26 May 2021 16:06:00.000                   3.987                   35.580             468.492978                  40.921                3.874     5555.007894     3974.036921      473.133295     5161.533178     4474.323467      462.538678
26 May 2021 16:06:10.000                   3.350                   35.457             468.512743                  40.841                3.240     5567.457712     3964.966720      397.585519     5171.360974     4470.223719      386.970669
26 May 2021 16:06:20.000                   2.712                   35.335             468.536834                  40.761                2.606     5579.204466     3955.387861      321.988156     5180.545607     4465.568008      311.354392
26 May 2021 16:06:30.000                   2.075                   35.212             468.565257                  40.681                1.973     5590.245970     3945.302563      246.350634     5189.085944     4460.356922      235.699279
26 May 2021 16:06:40.000                   1.437                   35.090             468.598015                  40.602                1.339     5600.580131     3934.713111      170.682388     5196.980932     4454.591117      160.014767
26 May 2021 16:06:50.000                   0.800                   34.968             468.635108                  40.522                0.706     5610.204947     3923.621859       94.992855     5204.229600     4448.271319       84.310294
