                                                                                                                         27 Jan 2021 09:33:38
Civil Air Patrol Use Only
Satellite-GRID


       Time (LCLG)          Detic Latitude (deg)    Detic Longitude (deg)    Detic Altitude (km)    RightAscension (deg)    Declination (deg)
28 Jan 2021 05:57:20.000                 -41.186                   14.192             480.369825                 110.746              -40.968
28 Jan 2021 05:57:30.000                 -40.556                   14.010             480.067247                 110.604              -40.339
28 Jan 2021 05:57:40.000                 -39.927                   13.830             479.765151                 110.465              -39.710
28 Jan 2021 05:57:50.000                 -39.296                   13.653             479.463646                 110.327              -39.081
28 Jan 2021 05:58:00.000                 -38.666                   13.479             479.162844                 110.193              -38.452
28 Jan 2021 05:58:10.000                 -38.035                   13.307             478.862856                 110.061              -37.822
28 Jan 2021 05:58:20.000                 -37.404                   13.137             478.563790                 109.931              -37.193
28 Jan 2021 05:58:30.000                 -36.773                   12.969             478.265757                 109.803              -36.563
28 Jan 2021 05:58:40.000                 -36.142                   12.803             477.968865                 109.677              -35.933
28 Jan 2021 05:58:50.000                 -35.510                   12.639             477.673223                 109.553              -35.303
28 Jan 2021 05:59:00.000                 -34.879                   12.477             477.378939                 109.431              -34.673
28 Jan 2021 05:59:10.000                 -34.246                   12.317             477.086121                 109.311              -34.042
28 Jan 2021 05:59:20.000                 -33.614                   12.158             476.794873                 109.192              -33.412
28 Jan 2021 05:59:30.000                 -32.982                   12.002             476.505303                 109.076              -32.781
28 Jan 2021 05:59:40.000                 -32.349                   11.846             476.217516                 108.961              -32.150
28 Jan 2021 05:59:50.000                 -31.716                   11.693             475.931614                 108.847              -31.519
28 Jan 2021 06:00:00.000                 -31.083                   11.541             475.647703                 108.736              -30.888
28 Jan 2021 06:00:10.000                 -30.450                   11.390             475.365884                 108.625              -30.257
28 Jan 2021 06:00:20.000                 -29.816                   11.241             475.086259                 108.516              -29.626
28 Jan 2021 06:00:30.000                 -29.183                   11.093             474.808927                 108.408              -28.994
28 Jan 2021 06:00:40.000                 -28.549                   10.946             474.533989                 108.302              -28.363
28 Jan 2021 06:00:50.000                 -27.915                   10.801             474.261542                 108.197              -27.731
28 Jan 2021 06:01:00.000                 -27.281                   10.657             473.991683                 108.093              -27.099
28 Jan 2021 06:01:10.000                 -26.646                   10.514             473.724509                 107.990              -26.468
28 Jan 2021 06:01:20.000                 -26.012                   10.372             473.460113                 107.889              -25.836
28 Jan 2021 06:01:30.000                 -25.377                   10.231             473.198589                 107.788              -25.204
28 Jan 2021 06:01:40.000                 -24.742                   10.091             472.940029                 107.689              -24.572
28 Jan 2021 06:01:50.000                 -24.107                    9.952             472.684524                 107.590              -23.939
28 Jan 2021 06:02:00.000                 -23.472                    9.815             472.432161                 107.493              -23.307
28 Jan 2021 06:02:10.000                 -22.837                    9.678             472.183030                 107.396              -22.675
28 Jan 2021 06:02:20.000                 -22.201                    9.541             471.937216                 107.300              -22.042
28 Jan 2021 06:02:30.000                 -21.566                    9.406             471.694803                 107.205              -21.410
28 Jan 2021 06:02:40.000                 -20.930                    9.272             471.455875                 107.111              -20.777
28 Jan 2021 06:02:50.000                 -20.294                    9.138             471.220513                 107.018              -20.145
28 Jan 2021 06:03:00.000                 -19.658                    9.005             470.988796                 106.925              -19.512
28 Jan 2021 06:03:10.000                 -19.022                    8.873             470.760803                 106.834              -18.879
28 Jan 2021 06:03:20.000                 -18.386                    8.741             470.536610                 106.742              -18.246
28 Jan 2021 06:03:30.000                 -17.750                    8.610             470.316291                 106.652              -17.613
28 Jan 2021 06:03:40.000                 -17.114                    8.480             470.099919                 106.562              -16.980
28 Jan 2021 06:03:50.000                 -16.477                    8.350             469.887565                 106.473              -16.347
28 Jan 2021 06:04:00.000                 -15.840                    8.221             469.679297                 106.384              -15.714
28 Jan 2021 06:04:10.000                 -15.204                    8.093             469.475183                 106.296              -15.081
28 Jan 2021 06:04:20.000                 -14.567                    7.964             469.275287                 106.208              -14.448
28 Jan 2021 06:04:30.000                 -13.930                    7.837             469.079674                 106.121              -13.815
28 Jan 2021 06:04:40.000                 -13.293                    7.710             468.888403                 106.035              -13.181
28 Jan 2021 06:04:50.000                 -12.656                    7.583             468.701534                 105.949              -12.548
28 Jan 2021 06:05:00.000                 -12.019                    7.457             468.519124                 105.863              -11.914
28 Jan 2021 06:05:10.000                 -11.381                    7.331             468.341229                 105.777              -11.281
28 Jan 2021 06:05:20.000                 -10.744                    7.205             468.167900                 105.692              -10.648
28 Jan 2021 06:05:30.000                 -10.107                    7.080             467.999189                 105.608              -10.014
28 Jan 2021 06:05:40.000                  -9.469                    6.955             467.835144                 105.523               -9.380
28 Jan 2021 06:05:50.000                  -8.832                    6.831             467.675811                 105.439               -8.747
28 Jan 2021 06:06:00.000                  -8.194                    6.707             467.521236                 105.356               -8.113
28 Jan 2021 06:06:10.000                  -7.556                    6.583             467.371459                 105.272               -7.479
28 Jan 2021 06:06:20.000                  -6.919                    6.459             467.226522                 105.189               -6.846
28 Jan 2021 06:06:30.000                  -6.281                    6.335             467.086460                 105.106               -6.212
28 Jan 2021 06:06:40.000                  -5.643                    6.212             466.951310                 105.023               -5.578
28 Jan 2021 06:06:50.000                  -5.005                    6.089             466.821105                 104.941               -4.944
28 Jan 2021 06:07:00.000                  -4.367                    5.966             466.695875                 104.858               -4.311
28 Jan 2021 06:07:10.000                  -3.729                    5.843             466.575649                 104.776               -3.677
28 Jan 2021 06:07:20.000                  -3.091                    5.720             466.460453                 104.693               -3.043
28 Jan 2021 06:07:30.000                  -2.453                    5.597             466.350311                 104.611               -2.409
28 Jan 2021 06:07:40.000                  -1.815                    5.475             466.245243                 104.529               -1.775
28 Jan 2021 06:07:50.000                  -1.177                    5.352             466.145271                 104.447               -1.141
28 Jan 2021 06:08:00.000                  -0.539                    5.230             466.050409                 104.365               -0.507
28 Jan 2021 06:08:10.000                   0.099                    5.107             465.960674                 104.283                0.127
28 Jan 2021 06:08:20.000                   0.737                    4.985             465.876076                 104.201                0.761
28 Jan 2021 06:08:30.000                   1.376                    4.862             465.796625                 104.119                1.395
28 Jan 2021 06:08:40.000                   2.014                    4.740             465.722330                 104.037                2.029
28 Jan 2021 06:08:50.000                   2.652                    4.617             465.653195                 103.955                2.663
28 Jan 2021 06:09:00.000                   3.290                    4.494             465.589222                 103.873                3.297
28 Jan 2021 06:09:10.000                   3.928                    4.371             465.530413                 103.791                3.931
28 Jan 2021 06:09:20.000                   4.567                    4.248             465.476765                 103.708                4.565
28 Jan 2021 06:09:30.000                   5.205                    4.125             465.428274                 103.626                5.199
28 Jan 2021 06:09:40.000                   5.843                    4.002             465.384932                 103.543                5.834
28 Jan 2021 06:09:50.000                   6.481                    3.879             465.346732                 103.460                6.468
28 Jan 2021 06:10:00.000                   7.119                    3.755             465.313662                 103.377                7.102
28 Jan 2021 06:10:10.000                   7.757                    3.631             465.285708                 103.294                7.736
28 Jan 2021 06:10:20.000                   8.395                    3.507             465.262855                 103.210                8.370
28 Jan 2021 06:10:30.000                   9.033                    3.383             465.245083                 103.126                9.004
28 Jan 2021 06:10:40.000                   9.671                    3.258             465.232373                 103.042                9.638
28 Jan 2021 06:10:50.000                  10.309                    3.133             465.224702                 102.957               10.272
28 Jan 2021 06:11:00.000                  10.947                    3.008             465.222045                 102.872               10.906
28 Jan 2021 06:11:10.000                  11.585                    2.882             465.224375                 102.787               11.540
28 Jan 2021 06:11:20.000                  12.223                    2.756             465.231662                 102.702               12.174
28 Jan 2021 06:11:30.000                  12.861                    2.629             465.243874                 102.616               12.808
28 Jan 2021 06:11:40.000                  13.499                    2.502             465.260979                 102.529               13.442
28 Jan 2021 06:11:50.000                  14.136                    2.375             465.282939                 102.442               14.076
28 Jan 2021 06:12:00.000                  14.774                    2.247             465.309718                 102.355               14.710
28 Jan 2021 06:12:10.000                  15.411                    2.119             465.341274                 102.267               15.344
28 Jan 2021 06:12:20.000                  16.049                    1.990             465.377566                 102.178               15.978
28 Jan 2021 06:12:30.000                  16.686                    1.860             465.418549                 102.089               16.612
28 Jan 2021 06:12:40.000                  17.324                    1.730             465.464177                 102.000               17.246
28 Jan 2021 06:12:50.000                  17.961                    1.600             465.514402                 101.910               17.880
28 Jan 2021 06:13:00.000                  18.598                    1.469             465.569173                 101.819               18.514
28 Jan 2021 06:13:10.000                  19.235                    1.337             465.628439                 101.727               19.147
28 Jan 2021 06:13:20.000                  19.872                    1.204             465.692145                 101.635               19.781
28 Jan 2021 06:13:30.000                  20.509                    1.071             465.760234                 101.542               20.415
28 Jan 2021 06:13:40.000                  21.146                    0.937             465.832650                 101.448               21.048
28 Jan 2021 06:13:50.000                  21.783                    0.802             465.909333                 101.353               21.682
28 Jan 2021 06:14:00.000                  22.419                    0.666             465.990221                 101.258               22.316
28 Jan 2021 06:14:10.000                  23.056                    0.529             466.075251                 101.162               22.949
28 Jan 2021 06:14:20.000                  23.692                    0.392             466.164358                 101.065               23.583
28 Jan 2021 06:14:30.000                  24.329                    0.253             466.257476                 100.966               24.216
28 Jan 2021 06:14:40.000                  24.965                    0.114             466.354536                 100.867               24.849
28 Jan 2021 06:14:50.000                  25.601                   -0.026             466.455469                 100.767               25.483
28 Jan 2021 06:15:00.000                  26.237                   -0.168             466.560204                 100.666               26.116
28 Jan 2021 06:15:10.000                  26.872                   -0.310             466.668667                 100.564               26.749
28 Jan 2021 06:15:20.000                  27.508                   -0.454             466.780784                 100.460               27.382
28 Jan 2021 06:15:30.000                  28.144                   -0.599             466.896480                 100.355               28.015
28 Jan 2021 06:15:40.000                  28.779                   -0.745             467.015677                 100.249               28.648
28 Jan 2021 06:15:50.000                  29.414                   -0.892             467.138297                 100.142               29.281
28 Jan 2021 06:16:00.000                  30.049                   -1.041             467.264260                 100.034               29.914
28 Jan 2021 06:16:10.000                  30.684                   -1.191             467.393485                  99.924               30.547
28 Jan 2021 06:16:20.000                  31.319                   -1.342             467.525890                  99.812               31.179
28 Jan 2021 06:16:30.000                  31.953                   -1.495             467.661391                  99.700               31.812
28 Jan 2021 06:16:40.000                  32.588                   -1.649             467.799904                  99.585               32.444
28 Jan 2021 06:16:50.000                  33.222                   -1.805             467.941343                  99.469               33.077
28 Jan 2021 06:17:00.000                  33.856                   -1.963             468.085622                  99.351               33.709
28 Jan 2021 06:17:10.000                  34.490                   -2.123             468.232653                  99.232               34.341
28 Jan 2021 06:17:20.000                  35.123                   -2.284             468.382347                  99.111               34.973
28 Jan 2021 06:17:30.000                  35.757                   -2.447             468.534614                  98.987               35.605
28 Jan 2021 06:17:40.000                  36.390                   -2.612             468.689365                  98.862               36.237
28 Jan 2021 06:17:50.000                  37.023                   -2.779             468.846508                  98.735               36.868
28 Jan 2021 06:18:00.000                  37.656                   -2.948             469.005951                  98.606               37.500
28 Jan 2021 06:18:10.000                  38.289                   -3.119             469.167603                  98.474               38.131
28 Jan 2021 06:18:20.000                  38.921                   -3.293             469.331368                  98.340               38.763
28 Jan 2021 06:18:30.000                  39.553                   -3.468             469.497154                  98.204               39.394
28 Jan 2021 06:18:40.000                  40.185                   -3.647             469.664867                  98.066               40.024
28 Jan 2021 06:18:50.000                  40.817                   -3.828             469.834410                  97.924               40.655
28 Jan 2021 06:19:00.000                  41.448                   -4.011             470.005690                  97.780               41.286
28 Jan 2021 06:19:10.000                  42.079                   -4.197             470.178610                  97.633               41.916
28 Jan 2021 06:19:20.000                  42.710                   -4.387             470.353074                  97.484               42.546
28 Jan 2021 06:19:30.000                  43.341                   -4.579             470.528985                  97.331               43.176
28 Jan 2021 06:19:40.000                  43.971                   -4.774             470.706247                  97.175               43.806
28 Jan 2021 06:19:50.000                  44.601                   -4.973             470.884763                  97.016               44.436
28 Jan 2021 06:20:00.000                  45.231                   -5.175             471.064436                  96.853               45.065
28 Jan 2021 06:20:10.000                  45.860                   -5.380             471.245169                  96.687               45.694
28 Jan 2021 06:20:20.000                  46.489                   -5.590             471.426865                  96.516               46.323
28 Jan 2021 06:20:30.000                  47.118                   -5.803             471.609425                  96.342               46.952
28 Jan 2021 06:20:40.000                  47.746                   -6.020             471.792754                  96.164               47.580
28 Jan 2021 06:20:50.000                  48.374                   -6.242             471.976754                  95.981               48.208
28 Jan 2021 06:21:00.000                  49.002                   -6.468             472.161328                  95.794               48.836
28 Jan 2021 06:21:10.000                  49.629                   -6.698             472.346379                  95.602               49.463
28 Jan 2021 06:21:20.000                  50.256                   -6.934             472.531811                  95.405               50.090
28 Jan 2021 06:21:30.000                  50.882                   -7.175             472.717528                  95.203               50.717
28 Jan 2021 06:21:40.000                  51.508                   -7.421             472.903433                  94.996               51.344
28 Jan 2021 06:21:50.000                  52.134                   -7.673             473.089431                  94.782               51.970
28 Jan 2021 06:22:00.000                  52.759                   -7.931             473.275428                  94.563               52.595
28 Jan 2021 06:22:10.000                  53.384                   -8.195             473.461327                  94.337               53.221
28 Jan 2021 06:22:20.000                  54.008                   -8.465             473.647036                  94.105               53.845
28 Jan 2021 06:22:30.000                  54.631                   -8.743             473.832461                  93.865               54.470
28 Jan 2021 06:22:40.000                  55.254                   -9.028             474.017508                  93.618               55.093
28 Jan 2021 06:22:50.000                  55.877                   -9.320             474.202087                  93.364               55.717
28 Jan 2021 06:23:00.000                  56.498                   -9.621             474.386104                  93.101               56.340
28 Jan 2021 06:23:10.000                  57.120                   -9.930             474.569469                  92.829               56.962
28 Jan 2021 06:23:20.000                  57.740                  -10.249             474.752093                  92.548               57.583
28 Jan 2021 06:23:30.000                  58.360                  -10.577             474.933886                  92.257               58.204
28 Jan 2021 06:23:40.000                  58.979                  -10.915             475.114759                  91.956               58.824
28 Jan 2021 06:23:50.000                  59.597                  -11.264             475.294626                  91.644               59.444
28 Jan 2021 06:24:00.000                  60.215                  -11.624             475.473401                  91.320               60.063
28 Jan 2021 06:24:10.000                  60.831                  -11.997             475.650997                  90.984               60.681
28 Jan 2021 06:24:20.000                  61.447                  -12.383             475.827330                  90.635               61.298
28 Jan 2021 06:24:30.000                  62.062                  -12.782             476.002318                  90.272               61.914
28 Jan 2021 06:24:40.000                  62.675                  -13.196             476.175877                  89.894               62.529
28 Jan 2021 06:24:50.000                  63.288                  -13.626             476.347928                  89.500               63.143
28 Jan 2021 06:25:00.000                  63.899                  -14.073             476.518391                  89.089               63.756
28 Jan 2021 06:25:10.000                  64.509                  -14.537             476.687186                  88.660               64.367
28 Jan 2021 06:25:20.000                  65.118                  -15.021             476.854237                  88.211               64.977
28 Jan 2021 06:25:30.000                  65.725                  -15.526             477.019469                  87.741               65.586
28 Jan 2021 06:25:40.000                  66.331                  -16.052             477.182805                  87.249               66.194
28 Jan 2021 06:25:50.000                  66.935                  -16.603             477.344174                  86.733               66.799
28 Jan 2021 06:26:00.000                  67.538                  -17.179             477.503503                  86.190               67.403
28 Jan 2021 06:26:10.000                  68.138                  -17.784             477.660723                  85.619               68.005
28 Jan 2021 06:26:20.000                  68.737                  -18.418             477.815764                  85.018               68.605
28 Jan 2021 06:26:30.000                  69.333                  -19.085             477.968560                  84.384               69.203
28 Jan 2021 06:26:40.000                  69.927                  -19.787             478.119044                  83.715               69.798
28 Jan 2021 06:26:50.000                  70.518                  -20.527             478.267153                  83.006               70.391
28 Jan 2021 06:27:00.000                  71.106                  -21.310             478.412823                  82.255               70.980
28 Jan 2021 06:27:10.000                  71.691                  -22.138             478.555995                  81.458               71.567
28 Jan 2021 06:27:20.000                  72.272                  -23.015             478.696609                  80.611               72.149
28 Jan 2021 06:27:30.000                  72.850                  -23.948             478.834607                  79.709               72.728
28 Jan 2021 06:27:40.000                  73.424                  -24.940             478.969934                  78.746               73.303
28 Jan 2021 06:27:50.000                  73.992                  -25.998             479.102535                  77.717               73.873
28 Jan 2021 06:28:00.000                  74.556                  -27.129             479.232359                  76.615               74.437
28 Jan 2021 06:28:10.000                  75.114                  -28.339             479.359354                  75.433               74.996
28 Jan 2021 06:28:20.000                  75.666                  -29.637             479.483473                  74.162               75.548
28 Jan 2021 06:28:30.000                  76.210                  -31.034             479.604668                  72.793               76.093
28 Jan 2021 06:28:40.000                  76.746                  -32.538             479.722894                  71.315               76.629
28 Jan 2021 06:28:50.000                  77.274                  -34.162             479.838108                  69.718               77.157
28 Jan 2021 06:29:00.000                  77.791                  -35.920             479.950269                  67.987               77.673
28 Jan 2021 06:29:10.000                  78.296                  -37.824             480.059338                  66.110               78.178
28 Jan 2021 06:29:20.000                  78.788                  -39.892             480.165277                  64.069               78.670
28 Jan 2021 06:29:30.000                  79.266                  -42.141             480.268051                  61.849               79.146
28 Jan 2021 06:29:40.000                  79.726                  -44.589             480.367626                  59.432               79.605
28 Jan 2021 06:29:50.000                  80.167                  -47.254             480.463970                  56.799               80.044
28 Jan 2021 06:30:00.000                  80.586                  -50.157             480.557055                  53.933               80.461
28 Jan 2021 06:30:10.000                  80.980                  -53.316             480.646852                  50.815               80.852
28 Jan 2021 06:30:20.000                  81.345                  -56.746             480.733336                  47.432               81.214
28 Jan 2021 06:30:30.000                  81.678                  -60.458             480.816484                  43.775               81.544
28 Jan 2021 06:30:40.000                  81.975                  -64.456             480.896273                  39.840               81.836
28 Jan 2021 06:30:50.000                  82.231                  -68.734             480.972685                  35.636               82.089
28 Jan 2021 06:31:00.000                  82.442                  -73.272             481.045702                  31.182               82.296
28 Jan 2021 06:31:10.000                  82.605                  -78.037             481.115308                  26.512               82.456
28 Jan 2021 06:31:20.000                  82.716                  -82.979             481.181491                  21.675               82.563
28 Jan 2021 06:31:30.000                  82.773                  -88.034             481.244238                  16.733               82.618
28 Jan 2021 06:31:40.000                  82.775                  -93.130             481.303541                  11.755               82.617
28 Jan 2021 06:31:50.000                  82.721                  -98.190             481.359391                   6.814               82.561
28 Jan 2021 06:32:00.000                  82.613                 -103.140             481.411785                   1.982               82.452
28 Jan 2021 06:32:10.000                  82.453                 -107.917             481.460719                  -2.682               82.291
28 Jan 2021 06:32:20.000                  82.245                 -112.470             481.506191                  -7.129               82.082
28 Jan 2021 06:32:30.000                  81.991                 -116.763             481.548204                 -11.325               81.829
28 Jan 2021 06:32:40.000                  81.697                 -120.778             481.586759                 -15.251               81.535
28 Jan 2021 06:32:50.000                  81.367                 -124.506             481.621862                 -18.900               81.204
28 Jan 2021 06:33:00.000                  81.003                 -127.952             481.653520                 -22.274               80.841
28 Jan 2021 06:33:10.000                  80.611                 -131.126             481.681742                 -25.383               80.449
28 Jan 2021 06:33:20.000                  80.194                 -134.044             481.706539                 -28.242               80.032
28 Jan 2021 06:33:30.000                  79.754                 -136.723             481.727924                 -30.868               79.593
28 Jan 2021 06:33:40.000                  79.295                 -139.182             481.745913                 -33.279               79.134
28 Jan 2021 06:33:50.000                  78.819                 -141.442             481.760523                 -35.493               78.657
28 Jan 2021 06:34:00.000                  78.328                 -143.520             481.771773                 -37.528               78.165
28 Jan 2021 06:34:10.000                  77.823                 -145.434             481.779683                 -39.401               77.661
28 Jan 2021 06:34:20.000                  77.307                 -147.199             481.784277                 -41.127               77.144
28 Jan 2021 06:34:30.000                  76.781                 -148.831             481.785580                 -42.720               76.617
28 Jan 2021 06:34:40.000                  76.246                 -150.342             481.783619                 -44.194               76.080
28 Jan 2021 06:34:50.000                  75.702                 -151.744             481.778423                 -45.560               75.536
28 Jan 2021 06:35:00.000                  75.151                 -153.048             481.770022                 -46.828               74.984
28 Jan 2021 06:35:10.000                  74.594                 -154.263             481.758449                 -48.008               74.426
28 Jan 2021 06:35:20.000                  74.031                 -155.398             481.743739                 -49.107               73.861
28 Jan 2021 06:35:30.000                  73.463                 -156.460             481.725927                 -50.134               73.292
28 Jan 2021 06:35:40.000                  72.891                 -157.456             481.705052                 -51.095               72.718
28 Jan 2021 06:35:50.000                  72.314                 -158.392             481.681154                 -51.995               72.139
28 Jan 2021 06:36:00.000                  71.733                 -159.272             481.654274                 -52.841               71.557
28 Jan 2021 06:36:10.000                  71.149                 -160.103             481.624457                 -53.636               70.971
28 Jan 2021 06:36:20.000                  70.561                 -160.888             481.591746                 -54.386               70.382
28 Jan 2021 06:36:30.000                  69.971                 -161.631             481.556189                 -55.093               69.790
28 Jan 2021 06:36:40.000                  69.378                 -162.335             481.517835                 -55.761               69.195
28 Jan 2021 06:36:50.000                  68.783                 -163.004             481.476733                 -56.394               68.598
28 Jan 2021 06:37:00.000                  68.185                 -163.640             481.432935                 -56.994               67.999
28 Jan 2021 06:37:10.000                  67.586                 -164.246             481.386495                 -57.564               67.397
28 Jan 2021 06:37:20.000                  66.984                 -164.824             481.337468                 -58.106               66.794
28 Jan 2021 06:37:30.000                  66.381                 -165.376             481.285909                 -58.621               66.189
28 Jan 2021 06:37:40.000                  65.776                 -165.904             481.231878                 -59.113               65.583
28 Jan 2021 06:37:50.000                  65.169                 -166.409             481.175433                 -59.582               64.974
28 Jan 2021 06:38:00.000                  64.561                 -166.894             481.116636                 -60.030               64.365
28 Jan 2021 06:38:10.000                  63.952                 -167.360             481.055548                 -60.459               63.754
28 Jan 2021 06:38:20.000                  63.342                 -167.808             480.992233                 -60.869               63.142
28 Jan 2021 06:38:30.000                  62.730                 -168.239             480.926757                 -61.262               62.529
28 Jan 2021 06:38:40.000                  62.117                 -168.654             480.859185                 -61.640               61.915
28 Jan 2021 06:38:50.000                  61.504                 -169.054             480.789585                 -62.003               61.299
28 Jan 2021 06:39:00.000                  60.889                 -169.440             480.718026                 -62.351               60.683
28 Jan 2021 06:39:10.000                  60.273                 -169.814             480.644577                 -62.687               60.066
28 Jan 2021 06:39:20.000                  59.657                 -170.175             480.569310                 -63.010               59.449
28 Jan 2021 06:39:30.000                  59.040                 -170.524             480.492297                 -63.322               58.830
28 Jan 2021 06:39:40.000                  58.422                 -170.863             480.413611                 -63.623               58.211
28 Jan 2021 06:39:50.000                  57.803                 -171.192             480.333327                 -63.913               57.591
28 Jan 2021 06:40:00.000                  57.184                 -171.511             480.251520                 -64.194               56.970
28 Jan 2021 06:40:10.000                  56.563                 -171.820             480.168265                 -64.465               56.349
28 Jan 2021 06:40:20.000                  55.943                 -172.121             480.083641                 -64.728               55.728
28 Jan 2021 06:40:30.000                  55.322                 -172.414             479.997725                 -64.982               55.105
28 Jan 2021 06:40:40.000                  54.700                 -172.700             479.910596                 -65.229               54.483
28 Jan 2021 06:40:50.000                  54.077                 -172.978             479.822334                 -65.468               53.859
28 Jan 2021 06:41:00.000                  53.454                 -173.249             479.733019                 -65.700               53.236
28 Jan 2021 06:41:10.000                  52.831                 -173.513             479.642732                 -65.926               52.612
28 Jan 2021 06:41:20.000                  52.207                 -173.771             479.551555                 -66.145               51.987
28 Jan 2021 06:41:30.000                  51.583                 -174.023             479.459571                 -66.358               51.362
28 Jan 2021 06:41:40.000                  50.958                 -174.270             479.366861                 -66.565               50.737
28 Jan 2021 06:41:50.000                  50.333                 -174.511             479.273510                 -66.767               50.112
28 Jan 2021 06:42:00.000                  49.707                 -174.746             479.179601                 -66.964               49.486
28 Jan 2021 06:42:10.000                  49.081                 -174.977             479.085219                 -67.155               48.860
28 Jan 2021 06:42:20.000                  48.455                 -175.204             478.990448                 -67.342               48.233
28 Jan 2021 06:42:30.000                  47.828                 -175.425             478.895374                 -67.525               47.606
28 Jan 2021 06:42:40.000                  47.201                 -175.643             478.800081                 -67.703               46.979
28 Jan 2021 06:42:50.000                  46.574                 -175.856             478.704656                 -67.877               46.352
28 Jan 2021 06:43:00.000                  45.946                 -176.066             478.609183                 -68.047               45.725
28 Jan 2021 06:43:10.000                  45.318                 -176.271             478.513750                 -68.213               45.097
28 Jan 2021 06:43:20.000                  44.690                 -176.474             478.418441                 -68.376               44.469
28 Jan 2021 06:43:30.000                  44.062                 -176.672             478.323343                 -68.535               43.841
28 Jan 2021 06:43:40.000                  43.433                 -176.868             478.228542                 -68.691               43.212
28 Jan 2021 06:43:50.000                  42.804                 -177.060             478.134124                 -68.843               42.584
28 Jan 2021 06:44:00.000                  42.174                 -177.249             478.040174                 -68.993               41.955
28 Jan 2021 06:44:10.000                  41.545                 -177.436             477.946779                 -69.140               41.326
28 Jan 2021 06:44:20.000                  40.915                 -177.619             477.854025                 -69.283               40.697
28 Jan 2021 06:44:30.000                  40.285                 -177.800             477.761995                 -69.425               40.068
28 Jan 2021 06:44:40.000                  39.654                 -177.979             477.670776                 -69.563               39.438
28 Jan 2021 06:44:50.000                  39.024                 -178.155             477.580453                 -69.699               38.809
28 Jan 2021 06:45:00.000                  38.393                 -178.328             477.491109                 -69.833               38.179
28 Jan 2021 06:45:10.000                  37.762                 -178.499             477.402828                 -69.964               37.549
28 Jan 2021 06:45:20.000                  37.131                 -178.669             477.315694                 -70.093               36.919
28 Jan 2021 06:45:30.000                  36.499                 -178.836             477.229790                 -70.220               36.289
28 Jan 2021 06:45:40.000                  35.867                 -179.001             477.145199                 -70.345               35.659
28 Jan 2021 06:45:50.000                  35.236                 -179.164             477.062001                 -70.468               35.029
28 Jan 2021 06:46:00.000                  34.604                 -179.325             476.980278                 -70.590               34.398
28 Jan 2021 06:46:10.000                  33.971                 -179.484             476.900111                 -70.709               33.768
28 Jan 2021 06:46:20.000                  33.339                 -179.642             476.821578                 -70.827               33.137
28 Jan 2021 06:46:30.000                  32.707                 -179.798             476.744760                 -70.942               32.507
28 Jan 2021 06:46:40.000                  32.074                 -179.953             476.669734                 -71.057               31.876
28 Jan 2021 06:46:50.000                  31.441                  179.895             476.596576                 -71.169               31.245
28 Jan 2021 06:47:00.000                  30.808                  179.743             476.525364                 -71.281               30.614
28 Jan 2021 06:47:10.000                  30.175                  179.593             476.456172                 -71.390               29.983
28 Jan 2021 06:47:20.000                  29.542                  179.445             476.389074                 -71.499               29.352
28 Jan 2021 06:47:30.000                  28.908                  179.297             476.324144                 -71.606               28.721
28 Jan 2021 06:47:40.000                  28.274                  179.151             476.261454                 -71.712               28.089
28 Jan 2021 06:47:50.000                  27.641                  179.007             476.201075                 -71.816               27.458
28 Jan 2021 06:48:00.000                  27.007                  178.863             476.143076                 -71.919               26.827
28 Jan 2021 06:48:10.000                  26.373                  178.720             476.087526                 -72.022               26.195
28 Jan 2021 06:48:20.000                  25.739                  178.579             476.034491                 -72.123               25.564
28 Jan 2021 06:48:30.000                  25.105                  178.439             475.984039                 -72.223               24.932
28 Jan 2021 06:48:40.000                  24.470                  178.299             475.936233                 -72.322               24.301
28 Jan 2021 06:48:50.000                  23.836                  178.161             475.891137                 -72.420               23.669
28 Jan 2021 06:49:00.000                  23.201                  178.024             475.848812                 -72.517               23.037
28 Jan 2021 06:49:10.000                  22.567                  177.887             475.809319                 -72.613               22.406
28 Jan 2021 06:49:20.000                  21.932                  177.751             475.772716                 -72.708               21.774
28 Jan 2021 06:49:30.000                  21.297                  177.617             475.739061                 -72.803               21.142
28 Jan 2021 06:49:40.000                  20.662                  177.483             475.708410                 -72.896               20.510
28 Jan 2021 06:49:50.000                  20.027                  177.349             475.680816                 -72.989               19.878
28 Jan 2021 06:50:00.000                  19.392                  177.217             475.656332                 -73.081               19.247
