                                                                                                                         17 Nov 2020 12:31:38
Civil Air Patrol Use Only
Satellite-GRID


       Time (LCLG)          Detic Latitude (deg)    Detic Longitude (deg)    Detic Altitude (km)    RightAscension (deg)    Declination (deg)
------------------------    --------------------    ---------------------    -------------------    --------------------    -----------------
18 Nov 2020 00:00:00.000                 -56.983                  108.751             489.735185                  45.780              -56.900
18 Nov 2020 00:00:10.000                 -56.365                  108.444             489.551859                  45.512              -56.280
18 Nov 2020 00:00:20.000                 -55.746                  108.146             489.366176                  45.252              -55.660
18 Nov 2020 00:00:30.000                 -55.126                  107.856             489.178227                  45.001              -55.039
18 Nov 2020 00:00:40.000                 -54.505                  107.574             488.988103                  44.757              -54.418
18 Nov 2020 00:00:50.000                 -53.885                  107.298             488.795894                  44.520              -53.796
18 Nov 2020 00:01:00.000                 -53.263                  107.030             488.601695                  44.291              -53.173
18 Nov 2020 00:01:10.000                 -52.641                  106.768             488.405598                  44.068              -52.551
18 Nov 2020 00:01:20.000                 -52.019                  106.512             488.207697                  43.851              -51.928
18 Nov 2020 00:01:30.000                 -51.396                  106.261             488.008088                  43.640              -51.304
18 Nov 2020 00:01:40.000                 -50.772                  106.017             487.806866                  43.435              -50.680
18 Nov 2020 00:01:50.000                 -50.149                  105.778             487.604127                  43.235              -50.056
18 Nov 2020 00:02:00.000                 -49.525                  105.544             487.399969                  43.040              -49.432
18 Nov 2020 00:02:10.000                 -48.900                  105.314             487.194488                  42.850              -48.807
18 Nov 2020 00:02:20.000                 -48.275                  105.090             486.987782                  42.665              -48.181
18 Nov 2020 00:02:30.000                 -47.650                  104.869             486.779950                  42.484              -47.556
18 Nov 2020 00:02:40.000                 -47.024                  104.653             486.571090                  42.308              -46.930
18 Nov 2020 00:02:50.000                 -46.398                  104.441             486.361301                  42.135              -46.304
18 Nov 2020 00:03:00.000                 -45.771                  104.233             486.150683                  41.967              -45.678
18 Nov 2020 00:03:10.000                 -45.145                  104.028             485.939336                  41.802              -45.051
18 Nov 2020 00:03:20.000                 -44.518                  103.827             485.727358                  41.641              -44.424
18 Nov 2020 00:03:30.000                 -43.890                  103.629             485.514850                  41.483              -43.797
18 Nov 2020 00:03:40.000                 -43.263                  103.435             485.301912                  41.329              -43.170
18 Nov 2020 00:03:50.000                 -42.635                  103.244             485.088644                  41.178              -42.543
18 Nov 2020 00:04:00.000                 -42.007                  103.055             484.875145                  41.029              -41.915
18 Nov 2020 00:04:10.000                 -41.378                  102.870             484.661517                  40.884              -41.287
18 Nov 2020 00:04:20.000                 -40.749                  102.687             484.447859                  40.741              -40.659
18 Nov 2020 00:04:30.000                 -40.120                  102.507             484.234271                  40.601              -40.031
18 Nov 2020 00:04:40.000                 -39.491                  102.329             484.020853                  40.464              -39.403
18 Nov 2020 00:04:50.000                 -38.861                  102.154             483.807703                  40.329              -38.774
18 Nov 2020 00:05:00.000                 -38.232                  101.981             483.594921                  40.196              -38.145
18 Nov 2020 00:05:10.000                 -37.602                  101.810             483.382605                  40.066              -37.516
18 Nov 2020 00:05:20.000                 -36.972                  101.642             483.170855                  39.938              -36.887
18 Nov 2020 00:05:30.000                 -36.341                  101.475             482.959768                  39.812              -36.258
18 Nov 2020 00:05:40.000                 -35.710                  101.311             482.749441                  39.688              -35.629
18 Nov 2020 00:05:50.000                 -35.080                  101.148             482.539971                  39.566              -35.000
18 Nov 2020 00:06:00.000                 -34.448                  100.988             482.331455                  39.445              -34.370
18 Nov 2020 00:06:10.000                 -33.817                  100.829             482.123989                  39.327              -33.740
18 Nov 2020 00:06:20.000                 -33.186                  100.671             481.917667                  39.210              -33.111
18 Nov 2020 00:06:30.000                 -32.554                  100.516             481.712583                  39.095              -32.481
18 Nov 2020 00:06:40.000                 -31.922                  100.362             481.508833                  38.982              -31.851
18 Nov 2020 00:06:50.000                 -31.290                  100.209             481.306507                  38.870              -31.221
18 Nov 2020 00:07:00.000                 -30.658                  100.058             481.105698                  38.759              -30.590
18 Nov 2020 00:07:10.000                 -30.025                   99.909             480.906497                  38.650              -29.960
18 Nov 2020 00:07:20.000                 -29.393                   99.760             480.708995                  38.543              -29.330
18 Nov 2020 00:07:30.000                 -28.760                   99.613             480.513279                  38.436              -28.699
18 Nov 2020 00:07:40.000                 -28.127                   99.468             480.319439                  38.331              -28.068
18 Nov 2020 00:07:50.000                 -27.494                   99.323             480.127560                  38.228              -27.438
18 Nov 2020 00:08:00.000                 -26.861                   99.180             479.937730                  38.125              -26.807
18 Nov 2020 00:08:10.000                 -26.228                   99.038             479.750031                  38.023              -26.176
18 Nov 2020 00:08:20.000                 -25.594                   98.896             479.564549                  37.923              -25.545
18 Nov 2020 00:08:30.000                 -24.961                   98.756             479.381365                  37.824              -24.914
18 Nov 2020 00:08:40.000                 -24.327                   98.617             479.200559                  37.725              -24.283
18 Nov 2020 00:08:50.000                 -23.693                   98.479             479.022212                  37.628              -23.652
18 Nov 2020 00:09:00.000                 -23.059                   98.342             478.846402                  37.532              -23.021
18 Nov 2020 00:09:10.000                 -22.425                   98.205             478.673205                  37.436              -22.389
18 Nov 2020 00:09:20.000                 -21.790                   98.070             478.502697                  37.341              -21.758
18 Nov 2020 00:09:30.000                 -21.156                   97.935             478.334951                  37.248              -21.127
18 Nov 2020 00:09:40.000                 -20.521                   97.801             478.170040                  37.154              -20.495
18 Nov 2020 00:09:50.000                 -19.887                   97.668             478.008035                  37.062              -19.864
18 Nov 2020 00:10:00.000                 -19.252                   97.536             477.849004                  36.971              -19.232
18 Nov 2020 00:10:10.000                 -18.617                   97.404             477.693015                  36.880              -18.600
18 Nov 2020 00:10:20.000                 -17.982                   97.273             477.540134                  36.790              -17.969
18 Nov 2020 00:10:30.000                 -17.347                   97.142             477.390425                  36.700              -17.337
18 Nov 2020 00:10:40.000                 -16.712                   97.013             477.243951                  36.611              -16.705
18 Nov 2020 00:10:50.000                 -16.077                   96.883             477.100772                  36.523              -16.073
18 Nov 2020 00:11:00.000                 -15.441                   96.755             476.960947                  36.435              -15.441
18 Nov 2020 00:11:10.000                 -14.806                   96.626             476.824533                  36.348              -14.810
18 Nov 2020 00:11:20.000                 -14.170                   96.499             476.691586                  36.261              -14.178
18 Nov 2020 00:11:30.000                 -13.535                   96.372             476.562158                  36.175              -13.546
18 Nov 2020 00:11:40.000                 -12.899                   96.245             476.436300                  36.089              -12.914
18 Nov 2020 00:11:50.000                 -12.263                   96.118             476.314064                  36.004              -12.282
18 Nov 2020 00:12:00.000                 -11.627                   95.992             476.195495                  35.919              -11.649
18 Nov 2020 00:12:10.000                 -10.991                   95.867             476.080639                  35.834              -11.017
18 Nov 2020 00:12:20.000                 -10.355                   95.742             475.969541                  35.750              -10.385
18 Nov 2020 00:12:30.000                  -9.719                   95.617             475.862242                  35.666               -9.753
18 Nov 2020 00:12:40.000                  -9.083                   95.492             475.758780                  35.582               -9.121
18 Nov 2020 00:12:50.000                  -8.447                   95.368             475.659194                  35.499               -8.488
18 Nov 2020 00:13:00.000                  -7.811                   95.244             475.563519                  35.416               -7.856
18 Nov 2020 00:13:10.000                  -7.175                   95.120             475.471788                  35.333               -7.224
18 Nov 2020 00:13:20.000                  -6.539                   94.997             475.384033                  35.251               -6.591
18 Nov 2020 00:13:30.000                  -5.902                   94.873             475.300282                  35.169               -5.959
18 Nov 2020 00:13:40.000                  -5.266                   94.750             475.220562                  35.087               -5.327
18 Nov 2020 00:13:50.000                  -4.629                   94.627             475.144899                  35.005               -4.694
18 Nov 2020 00:14:00.000                  -3.993                   94.504             475.073314                  34.923               -4.062
18 Nov 2020 00:14:10.000                  -3.357                   94.382             475.005828                  34.841               -3.429
18 Nov 2020 00:14:20.000                  -2.720                   94.259             474.942459                  34.760               -2.797
18 Nov 2020 00:14:30.000                  -2.084                   94.137             474.883224                  34.678               -2.165
18 Nov 2020 00:14:40.000                  -1.447                   94.014             474.828136                  34.597               -1.532
18 Nov 2020 00:14:50.000                  -0.811                   93.892             474.777208                  34.515               -0.900
18 Nov 2020 00:15:00.000                  -0.174                   93.769             474.730447                  34.434               -0.267
18 Nov 2020 00:15:10.000                   0.463                   93.647             474.687862                  34.353                0.365
18 Nov 2020 00:15:20.000                   1.099                   93.525             474.649458                  34.271                0.998
18 Nov 2020 00:15:30.000                   1.736                   93.402             474.615238                  34.190                1.630
18 Nov 2020 00:15:40.000                   2.372                   93.280             474.585201                  34.109                2.263
18 Nov 2020 00:15:50.000                   3.009                   93.157             474.559347                  34.027                2.895
18 Nov 2020 00:16:00.000                   3.645                   93.034             474.537673                  33.945                3.528
18 Nov 2020 00:16:10.000                   4.282                   92.912             474.520171                  33.864                4.160
18 Nov 2020 00:16:20.000                   4.918                   92.789             474.506833                  33.782                4.793
18 Nov 2020 00:16:30.000                   5.555                   92.666             474.497650                  33.700                5.426
18 Nov 2020 00:16:40.000                   6.191                   92.542             474.492609                  33.618                6.058
18 Nov 2020 00:16:50.000                   6.828                   92.419             474.491695                  33.535                6.691
18 Nov 2020 00:17:00.000                   7.464                   92.295             474.494891                  33.453                7.323
18 Nov 2020 00:17:10.000                   8.101                   92.171             474.502178                  33.370                7.956
18 Nov 2020 00:17:20.000                   8.737                   92.047             474.513535                  33.287                8.588
18 Nov 2020 00:17:30.000                   9.373                   91.923             474.528939                  33.204                9.221
18 Nov 2020 00:17:40.000                  10.010                   91.798             474.548364                  33.120                9.853
18 Nov 2020 00:17:50.000                  10.646                   91.673             474.571782                  33.036               10.485
18 Nov 2020 00:18:00.000                  11.282                   91.548             474.599166                  32.952               11.118
18 Nov 2020 00:18:10.000                  11.918                   91.422             474.630481                  32.867               11.750
18 Nov 2020 00:18:20.000                  12.555                   91.296             474.665696                  32.782               12.383
18 Nov 2020 00:18:30.000                  13.191                   91.169             474.704773                  32.697               13.015
18 Nov 2020 00:18:40.000                  13.827                   91.042             474.747676                  32.611               13.647
18 Nov 2020 00:18:50.000                  14.463                   90.915             474.794365                  32.524               14.280
18 Nov 2020 00:19:00.000                  15.098                   90.787             474.844798                  32.437               14.912
18 Nov 2020 00:19:10.000                  15.734                   90.658             474.898932                  32.350               15.544
18 Nov 2020 00:19:20.000                  16.370                   90.529             474.956720                  32.262               16.177
18 Nov 2020 00:19:30.000                  17.006                   90.400             475.018117                  32.174               16.809
18 Nov 2020 00:19:40.000                  17.641                   90.269             475.083071                  32.085               17.441
18 Nov 2020 00:19:50.000                  18.277                   90.139             475.151533                  31.995               18.073
18 Nov 2020 00:20:00.000                  18.912                   90.007             475.223450                  31.905               18.705
18 Nov 2020 00:20:10.000                  19.547                   89.875             475.298767                  31.813               19.338
18 Nov 2020 00:20:20.000                  20.182                   89.742             475.377427                  31.722               19.970
18 Nov 2020 00:20:30.000                  20.818                   89.609             475.459372                  31.629               20.602
18 Nov 2020 00:20:40.000                  21.453                   89.474             475.544544                  31.536               21.234
18 Nov 2020 00:20:50.000                  22.088                   89.339             475.632879                  31.442               21.866
18 Nov 2020 00:21:00.000                  22.722                   89.203             475.724317                  31.347               22.497
18 Nov 2020 00:21:10.000                  23.357                   89.066             475.818791                  31.251               23.129
18 Nov 2020 00:21:20.000                  23.992                   88.928             475.916236                  31.155               23.761
18 Nov 2020 00:21:30.000                  24.626                   88.790             476.016584                  31.057               24.393
18 Nov 2020 00:21:40.000                  25.260                   88.650             476.119766                  30.958               25.024
18 Nov 2020 00:21:50.000                  25.895                   88.509             476.225712                  30.859               25.656
18 Nov 2020 00:22:00.000                  26.529                   88.368             476.334350                  30.758               26.288
18 Nov 2020 00:22:10.000                  27.163                   88.225             476.445607                  30.656               26.919
18 Nov 2020 00:22:20.000                  27.796                   88.081             476.559408                  30.553               27.551
18 Nov 2020 00:22:30.000                  28.430                   87.936             476.675677                  30.449               28.182
18 Nov 2020 00:22:40.000                  29.064                   87.789             476.794337                  30.344               28.813
18 Nov 2020 00:22:50.000                  29.697                   87.641             476.915311                  30.237               29.444
18 Nov 2020 00:23:00.000                  30.330                   87.492             477.038519                  30.129               30.076
18 Nov 2020 00:23:10.000                  30.963                   87.342             477.163881                  30.020               30.707
18 Nov 2020 00:23:20.000                  31.596                   87.190             477.291314                  29.909               31.338
18 Nov 2020 00:23:30.000                  32.229                   87.037             477.420738                  29.796               31.968
18 Nov 2020 00:23:40.000                  32.861                   86.882             477.552067                  29.683               32.599
18 Nov 2020 00:23:50.000                  33.494                   86.725             477.685219                  29.567               33.230
18 Nov 2020 00:24:00.000                  34.126                   86.567             477.820108                  29.450               33.860
18 Nov 2020 00:24:10.000                  34.758                   86.407             477.956647                  29.331               34.491
18 Nov 2020 00:24:20.000                  35.390                   86.245             478.094750                  29.210               35.121
18 Nov 2020 00:24:30.000                  36.021                   86.082             478.234329                  29.088               35.751
18 Nov 2020 00:24:40.000                  36.653                   85.916             478.375297                  28.963               36.382
18 Nov 2020 00:24:50.000                  37.284                   85.748             478.517564                  28.836               37.012
18 Nov 2020 00:25:00.000                  37.915                   85.579             478.661040                  28.708               37.641
18 Nov 2020 00:25:10.000                  38.546                   85.407             478.805637                  28.577               38.271
18 Nov 2020 00:25:20.000                  39.176                   85.232             478.951263                  28.443               38.901
18 Nov 2020 00:25:30.000                  39.807                   85.056             479.097827                  28.308               39.530
18 Nov 2020 00:25:40.000                  40.437                   84.877             479.245238                  28.170               40.159
18 Nov 2020 00:25:50.000                  41.067                   84.695             479.393404                  28.029               40.789
18 Nov 2020 00:26:00.000                  41.696                   84.511             479.542234                  27.885               41.418
18 Nov 2020 00:26:10.000                  42.325                   84.323             479.691634                  27.739               42.046
18 Nov 2020 00:26:20.000                  42.955                   84.133             479.841514                  27.590               42.675
18 Nov 2020 00:26:30.000                  43.583                   83.940             479.991778                  27.438               43.303
18 Nov 2020 00:26:40.000                  44.212                   83.744             480.142336                  27.282               43.931
18 Nov 2020 00:26:50.000                  44.840                   83.544             480.293095                  27.124               44.559
18 Nov 2020 00:27:00.000                  45.468                   83.341             480.443960                  26.962               45.187
18 Nov 2020 00:27:10.000                  46.096                   83.134             480.594841                  26.796               45.815
18 Nov 2020 00:27:20.000                  46.723                   82.924             480.745643                  26.626               46.442
18 Nov 2020 00:27:30.000                  47.350                   82.709             480.896274                  26.453               47.069
18 Nov 2020 00:27:40.000                  47.976                   82.491             481.046643                  26.275               47.696
18 Nov 2020 00:27:50.000                  48.603                   82.268             481.196656                  26.093               48.322
18 Nov 2020 00:28:00.000                  49.228                   82.041             481.346222                  25.906               48.949
18 Nov 2020 00:28:10.000                  49.854                   81.808             481.495249                  25.715               49.574
18 Nov 2020 00:28:20.000                  50.479                   81.571             481.643646                  25.519               50.200
18 Nov 2020 00:28:30.000                  51.104                   81.329             481.791322                  25.318               50.825
18 Nov 2020 00:28:40.000                  51.728                   81.081             481.938188                  25.111               51.450
18 Nov 2020 00:28:50.000                  52.352                   80.828             482.084152                  24.898               52.075
18 Nov 2020 00:29:00.000                  52.975                   80.568             482.229126                  24.679               52.699
18 Nov 2020 00:29:10.000                  53.598                   80.302             482.373020                  24.454               53.323
18 Nov 2020 00:29:20.000                  54.220                   80.029             482.515748                  24.222               53.946
18 Nov 2020 00:29:30.000                  54.842                   79.750             482.657222                  23.984               54.569
18 Nov 2020 00:29:40.000                  55.463                   79.463             482.797354                  23.737               55.191
18 Nov 2020 00:29:50.000                  56.084                   79.168             482.936060                  23.483               55.813
18 Nov 2020 00:30:00.000                  56.704                   78.864             483.073254                  23.221               56.434
18 Nov 2020 00:30:10.000                  57.323                   78.553             483.208851                  22.950               57.055
18 Nov 2020 00:30:20.000                  57.942                   78.231             483.342770                  22.670               57.675
18 Nov 2020 00:30:30.000                  58.560                   77.901             483.474927                  22.380               58.295
18 Nov 2020 00:30:40.000                  59.177                   77.559             483.605241                  22.080               58.914
18 Nov 2020 00:30:50.000                  59.794                   77.207             483.733632                  21.769               59.532
18 Nov 2020 00:31:00.000                  60.409                   76.843             483.860021                  21.446               60.149
18 Nov 2020 00:31:10.000                  61.024                   76.467             483.984329                  21.111               60.766
18 Nov 2020 00:31:20.000                  61.638                   76.078             484.106480                  20.762               61.382
18 Nov 2020 00:31:30.000                  62.251                   75.674             484.226398                  20.400               61.996
18 Nov 2020 00:31:40.000                  62.863                   75.256             484.344009                  20.023               62.610
18 Nov 2020 00:31:50.000                  63.474                   74.821             484.459238                  19.629               63.223
18 Nov 2020 00:32:00.000                  64.083                   74.370             484.572015                  19.219               63.834
18 Nov 2020 00:32:10.000                  64.691                   73.900             484.682269                  18.791               64.445
18 Nov 2020 00:32:20.000                  65.298                   73.411             484.789930                  18.343               65.054
18 Nov 2020 00:32:30.000                  65.904                   72.900             484.894931                  17.874               65.662
18 Nov 2020 00:32:40.000                  66.508                   72.367             484.997206                  17.383               66.268
18 Nov 2020 00:32:50.000                  67.110                   71.810             485.096688                  16.867               66.872
18 Nov 2020 00:33:00.000                  67.711                   71.226             485.193316                  16.325               67.475
18 Nov 2020 00:33:10.000                  68.309                   70.614             485.287027                  15.755               68.076
18 Nov 2020 00:33:20.000                  68.906                   69.971             485.377761                  15.155               68.675
18 Nov 2020 00:33:30.000                  69.500                   69.296             485.465460                  14.522               69.272
18 Nov 2020 00:33:40.000                  70.091                   68.584             485.550066                  13.853               69.866
18 Nov 2020 00:33:50.000                  70.680                   67.833             485.631523                  13.145               70.457
18 Nov 2020 00:34:00.000                  71.266                   67.039             485.709780                  12.395               71.046
18 Nov 2020 00:34:10.000                  71.849                   66.198             485.784782                  11.598               71.631
18 Nov 2020 00:34:20.000                  72.428                   65.307             485.856481                  10.751               72.213
18 Nov 2020 00:34:30.000                  73.004                   64.360             485.924828                   9.849               72.791
18 Nov 2020 00:34:40.000                  73.575                   63.352             485.989775                   8.887               73.365
18 Nov 2020 00:34:50.000                  74.141                   62.276             486.051279                   7.858               73.934
18 Nov 2020 00:35:00.000                  74.702                   61.126             486.109297                   6.756               74.497
18 Nov 2020 00:35:10.000                  75.257                   59.895             486.163786                   5.573               75.055
18 Nov 2020 00:35:20.000                  75.806                   58.573             486.214709                   4.301               75.607
18 Nov 2020 00:35:30.000                  76.347                   57.151             486.262027                   2.931               76.151
18 Nov 2020 00:35:40.000                  76.880                   55.619             486.305705                   1.452               76.686
18 Nov 2020 00:35:50.000                  77.403                   53.963             486.345710                  -0.148               77.213
18 Nov 2020 00:36:00.000                  77.917                   52.172             486.382010                  -1.881               77.729
18 Nov 2020 00:36:10.000                  78.418                   50.230             486.414576                  -3.763               78.233
18 Nov 2020 00:36:20.000                  78.905                   48.121             486.443380                  -5.808               78.724
18 Nov 2020 00:36:30.000                  79.378                   45.828             486.468396                  -8.033               79.200
18 Nov 2020 00:36:40.000                  79.832                   43.331             486.489602                 -10.458               79.658
18 Nov 2020 00:36:50.000                  80.267                   40.613             486.506975                 -13.099               80.096
18 Nov 2020 00:37:00.000                  80.679                   37.654             486.520496                 -15.976               80.512
18 Nov 2020 00:37:10.000                  81.066                   34.436             486.530147                 -19.106               80.903
18 Nov 2020 00:37:20.000                  81.422                   30.945             486.535914                 -22.504               81.264
18 Nov 2020 00:37:30.000                  81.746                   27.172             486.537782                 -26.178               81.593
18 Nov 2020 00:37:40.000                  82.033                   23.114             486.535741                 -30.132               81.885
18 Nov 2020 00:37:50.000                  82.278                   18.782             486.529782                 -34.357               82.136
18 Nov 2020 00:38:00.000                  82.477                   14.197             486.519896                 -38.833               82.342
18 Nov 2020 00:38:10.000                  82.628                    9.397             486.506081                 -43.526               82.500
18 Nov 2020 00:38:20.000                  82.726                    4.435             486.488332                 -48.386               82.606
18 Nov 2020 00:38:30.000                  82.770                   -0.624             486.466648                 -53.350               82.658
18 Nov 2020 00:38:40.000                  82.759                   -5.705             486.441032                 -58.347               82.655
18 Nov 2020 00:38:50.000                  82.693                  -10.734             486.411487                 -63.304               82.597
18 Nov 2020 00:39:00.000                  82.573                  -15.638             486.378017                 -68.149               82.485
18 Nov 2020 00:39:10.000                  82.402                  -20.357             486.340631                 -72.821               82.322
18 Nov 2020 00:39:20.000                  82.184                  -24.844             486.299338                 -77.272               82.111
18 Nov 2020 00:39:30.000                  81.922                  -29.067             486.254151                 -81.470               81.856
18 Nov 2020 00:39:40.000                  81.620                  -33.011             486.205083                 -85.394               81.560
18 Nov 2020 00:39:50.000                  81.282                  -36.669             486.152149                 -89.039               81.227
18 Nov 2020 00:40:00.000                  80.913                  -40.049             486.095369                 -92.408               80.863
18 Nov 2020 00:40:10.000                  80.516                  -43.161             486.034762                 -95.511               80.469
18 Nov 2020 00:40:20.000                  80.094                  -46.021             485.970350                 -98.362               80.051
18 Nov 2020 00:40:30.000                  79.651                  -48.647             485.902158                -100.980               79.610
18 Nov 2020 00:40:40.000                  79.188                  -51.060             485.830212                -103.383               79.149
18 Nov 2020 00:40:50.000                  78.710                  -53.277             485.754540                -105.589               78.672
18 Nov 2020 00:41:00.000                  78.216                  -55.317             485.675173                -107.616               78.180
18 Nov 2020 00:41:10.000                  77.710                  -57.196             485.592143                -109.481               77.674
18 Nov 2020 00:41:20.000                  77.192                  -58.931             485.505483                -111.200               77.157
18 Nov 2020 00:41:30.000                  76.665                  -60.535             485.415231                -112.786               76.629
18 Nov 2020 00:41:40.000                  76.128                  -62.022             485.321425                -114.253               76.092
18 Nov 2020 00:41:50.000                  75.584                  -63.402             485.224105                -115.613               75.547
18 Nov 2020 00:42:00.000                  75.032                  -64.686             485.123312                -116.875               74.995
18 Nov 2020 00:42:10.000                  74.475                  -65.884             485.019092                -118.049               74.436
18 Nov 2020 00:42:20.000                  73.911                  -67.003             484.911489                -119.143               73.872
18 Nov 2020 00:42:30.000                  73.343                  -68.051             484.800552                -120.164               73.302
18 Nov 2020 00:42:40.000                  72.770                  -69.034             484.686330                -121.120               72.728
18 Nov 2020 00:42:50.000                  72.192                  -69.958             484.568875                -122.016               72.149
18 Nov 2020 00:43:00.000                  71.611                  -70.828             484.448240                -122.858               71.566
18 Nov 2020 00:43:10.000                  71.027                  -71.649             484.324480                -123.649               70.980
18 Nov 2020 00:43:20.000                  70.440                  -72.425             484.197651                -124.395               70.391
18 Nov 2020 00:43:30.000                  69.849                  -73.160             484.067812                -125.098               69.799
18 Nov 2020 00:43:40.000                  69.256                  -73.857             483.935024                -125.763               69.205
18 Nov 2020 00:43:50.000                  68.661                  -74.520             483.799347                -126.393               68.607
18 Nov 2020 00:44:00.000                  68.063                  -75.150             483.660846                -126.990               68.008
18 Nov 2020 00:44:10.000                  67.464                  -75.750             483.519586                -127.557               67.407
18 Nov 2020 00:44:20.000                  66.862                  -76.323             483.375632                -128.096               66.803
18 Nov 2020 00:44:30.000                  66.259                  -76.870             483.229054                -128.609               66.198
18 Nov 2020 00:44:40.000                  65.654                  -77.394             483.079921                -129.098               65.592
18 Nov 2020 00:44:50.000                  65.047                  -77.896             482.928304                -129.564               64.983
18 Nov 2020 00:45:00.000                  64.440                  -78.377             482.774276                -130.010               64.374
18 Nov 2020 00:45:10.000                  63.830                  -78.839             482.617911                -130.437               63.763
18 Nov 2020 00:45:20.000                  63.220                  -79.284             482.459284                -130.845               63.151
18 Nov 2020 00:45:30.000                  62.609                  -79.712             482.298472                -131.237               62.538
18 Nov 2020 00:45:40.000                  61.996                  -80.124             482.135553                -131.612               61.923
18 Nov 2020 00:45:50.000                  61.382                  -80.522             481.970606                -131.973               61.308
18 Nov 2020 00:46:00.000                  60.768                  -80.906             481.803712                -132.320               60.692
18 Nov 2020 00:46:10.000                  60.152                  -81.277             481.634953                -132.654               60.075
18 Nov 2020 00:46:20.000                  59.536                  -81.636             481.464411                -132.976               59.457
18 Nov 2020 00:46:30.000                  58.918                  -81.984             481.292171                -133.286               58.838
18 Nov 2020 00:46:40.000                  58.300                  -82.321             481.118317                -133.585               58.219
18 Nov 2020 00:46:50.000                  57.681                  -82.648             480.942937                -133.874               57.599
18 Nov 2020 00:47:00.000                  57.062                  -82.965             480.766116                -134.153               56.978
18 Nov 2020 00:47:10.000                  56.442                  -83.273             480.587942                -134.423               56.357
18 Nov 2020 00:47:20.000                  55.821                  -83.573             480.408506                -134.684               55.735
18 Nov 2020 00:47:30.000                  55.200                  -83.865             480.227897                -134.938               55.113
18 Nov 2020 00:47:40.000                  54.578                  -84.149             480.046205                -135.183               54.490
18 Nov 2020 00:47:50.000                  53.955                  -84.426             479.863521                -135.421               53.866
18 Nov 2020 00:48:00.000                  53.332                  -84.696             479.679939                -135.652               53.243
18 Nov 2020 00:48:10.000                  52.709                  -84.959             479.495550                -135.876               52.618
18 Nov 2020 00:48:20.000                  52.085                  -85.216             479.310448                -136.094               51.994
18 Nov 2020 00:48:30.000                  51.460                  -85.467             479.124728                -136.307               51.369
18 Nov 2020 00:48:40.000                  50.836                  -85.713             478.938483                -136.513               50.743
18 Nov 2020 00:48:50.000                  50.210                  -85.953             478.751809                -136.714               50.117
18 Nov 2020 00:49:00.000                  49.584                  -86.188             478.564802                -136.910               49.491
18 Nov 2020 00:49:10.000                  48.958                  -86.419             478.377558                -137.100               48.865
18 Nov 2020 00:49:20.000                  48.332                  -86.644             478.190172                -137.286               48.238
18 Nov 2020 00:49:30.000                  47.705                  -86.865             478.002741                -137.468               47.611
18 Nov 2020 00:49:40.000                  47.077                  -87.082             477.815363                -137.645               46.983
18 Nov 2020 00:49:50.000                  46.450                  -87.295             477.628135                -137.818               46.356
18 Nov 2020 00:50:00.000                  45.822                  -87.504             477.441153                -137.988               45.728
18 Nov 2020 00:50:10.000                  45.194                  -87.709             477.254515                -138.153               45.100
18 Nov 2020 00:50:20.000                  44.565                  -87.911             477.068319                -138.315               44.471
18 Nov 2020 00:50:30.000                  43.936                  -88.109             476.882663                -138.473               43.843
18 Nov 2020 00:50:40.000                  43.307                  -88.305             476.697642                -138.628               43.214
18 Nov 2020 00:50:50.000                  42.677                  -88.496             476.513356                -138.780               42.585
18 Nov 2020 00:51:00.000                  42.048                  -88.685             476.329901                -138.929               41.956
18 Nov 2020 00:51:10.000                  41.418                  -88.871             476.147374                -139.075               41.326
18 Nov 2020 00:51:20.000                  40.787                  -89.055             475.965872                -139.218               40.697
18 Nov 2020 00:51:30.000                  40.157                  -89.235             475.785491                -139.359               40.067
18 Nov 2020 00:51:40.000                  39.526                  -89.414             475.606329                -139.496               39.437
18 Nov 2020 00:51:50.000                  38.895                  -89.589             475.428480                -139.632               38.807
18 Nov 2020 00:52:00.000                  38.263                  -89.763             475.252040                -139.765               38.177
18 Nov 2020 00:52:10.000                  37.632                  -89.934             475.077105                -139.896               37.546
18 Nov 2020 00:52:20.000                  37.000                  -90.103             474.903768                -140.024               36.916
